SampleID,Auto PIT 10 05 1,Auto PIT 10 05 2,Auto PIT 10 05 3,Auto PIT 10 05 4,Auto PIT 10 05 5
train24965,-2.053,0.29569,-3.655,-1.7823,-0.012849
train24966,-2.0757,-3.1841,1.2437,-1.7454,0.052686
train24967,0.85441,-0.02689,0.55832,0.28651,1.4004
train24968,0.88879,0.059911,-0.3145,0.18801,-0.22062
train24969,0.77362,0.26071,2.9566,2.4113,0.16981
train24970,0.58525,0.21167,-0.3923,-0.48613,0.80674
train24971,-2.0191,2.1045,-2.4026,2.601,0.24823
train24972,0.56609,-0.46053,0.25738,0.32723,1.3534
train24973,0.27433,-0.79761,0.20927,1.1588,0.3844
train24974,0.29689,-0.39041,-0.067001,0.17195,-0.060651
train24975,-1.9996,0.28201,1.22,-1.5565,0.65801
train24976,1.5045,1.0387,-3.1754,-2.1564,0.43334
train24977,0.39015,0.25417,-0.35341,-0.6143,-0.91251
train24978,0.58715,1.4819,0.37551,-0.48746,-2.1824
train24979,0.55369,-0.042267,-0.2855,0.31081,-0.13683
train24980,-2.4836,1.7153,-2.4677,2.0775,0.44074
train24981,-0.040436,-0.70145,0.12671,0.05879,0.79553
train24982,-1.6269,0.42573,0.88714,-1.1075,-0.017345
train24983,-2.5217,-3.4587,1.7924,-0.73564,0.18606
train24984,0.40462,0.75537,-0.14,0.26179,-0.068856
train24985,2.6494,-0.31443,0.93758,-1.3434,-0.45599
train24986,1.2346,1.33,-0.67226,0.64374,-0.39589
train24987,-0.31949,0.62733,1.3283,2.6421,0.18901
train24988,-0.92694,1.039,-1.5562,0.98549,-1.1984
train24989,1.205,3.1973,-1.5395,0.54388,0.33121
train24990,1.8692,-0.54418,-0.90042,1.5345,-1.0239
train24991,0.52461,-0.057749,-0.37145,0.31425,1.4618
train24992,-0.38699,-0.17643,2.0278,2.5218,-0.069734
train24993,-2.6144,0.3431,1.4074,-1.9294,1.2278
train24994,0.12729,1.2862,0.62682,-0.6673,-1.7675
train24995,0.41545,0.97246,0.69154,-0.51394,-0.067401
train24996,-1.9792,1.4453,-1.6872,1.8458,0.3781
train24997,0.82682,-0.24597,-0.25634,-0.072905,1.2759
train24998,-0.0026506,-0.016689,0.19601,-0.088407,0.71044
train24999,0.54958,-0.027273,0.044368,0.34729,-1.264
train25000,-0.042936,0.14803,-0.14413,-0.43984,0.12382
train25001,1.2597,-0.58282,-1.513,-3.4271,0.075837
train25002,0.28223,-0.35939,-0.22982,0.51765,0.86567
train25003,0.45111,-0.78843,-0.2619,0.43958,0.071
train25004,-1.2959,2.7766,-3.236,2.4801,0.75778
train25005,0.32169,-0.41354,0.18322,0.65197,1.4078
train25006,0.17155,0.0019174,-0.29243,0.39606,1.0137
train25007,1.0735,0.053259,-0.040876,1.5306,-0.51384
train25008,1.298,1.0816,-1.7141,-1.9432,-0.48692
train25009,0.77623,-0.6567,-0.21425,0.56493,1.78
train25010,0.82281,0.081301,0.2808,0.14935,-0.97115
train25011,0.80237,0.34705,0.33426,0.98618,-0.15572
train25012,-0.27648,-0.030988,0.10147,0.87179,-0.37935
train25013,2.045,0.39589,-0.2288,-1.7406,0.0054432
train25014,0.47045,-0.39475,-0.13961,0.66202,0.4277
train25015,-1.4934,-2.396,1.3537,-1.0226,-1.1322
train25016,0.088505,-0.2494,0.2993,-0.45581,0.86205
train25017,-1.1095,0.33278,-1.6334,0.77174,1.1152
train25018,-2.3018,1.5737,-2.0213,2.4359,0.44312
train25019,-0.92916,-1.5228,3.4476,-2.5735,1.0204
train25020,-0.071602,1.1171,0.25437,-0.26946,-1.872
train25021,1.1978,-0.56961,-0.51893,0.57548,-0.66898
train25022,-1.7043,0.69713,-2.528,0.33606,1.0585
train25023,-0.19119,1.1485,3.0452,3.2857,0.43302
train25024,1.9935,-0.51098,-0.11653,-0.97534,0.3761
train25025,0.20438,-0.57487,-0.2535,0.14165,1.1923
train25026,0.12,0.82874,0.33447,-0.34959,-1.7647
train25027,0.78201,-1.7839,-0.48818,0.33693,-0.89681
train25028,1.1552,-0.86465,-0.90553,0.80596,-1.7963
train25029,0.4069,0.83132,-0.15556,-0.47748,-1.488
train25030,0.63459,0.17128,0.94763,-0.3055,0.67735
train25031,0.65573,3.8457,0.57701,-0.70137,1.1524
train25032,1.5172,0.32973,1.3171,0.64043,-0.21902
train25033,-2.4419,0.34519,0.98932,-2.0444,1.4893
train25034,2.31,0.0014481,-1.9121,-2.0394,0.26086
train25035,-2.3686,0.6784,-3.7589,-1.8912,0.23101
train25036,0.98576,-1.0528,-0.31136,-0.84098,1.0269
train25037,-2.4205,0.69946,1.2413,-1.7881,1.4418
train25038,-1.18,-1.9633,0.20632,-0.080792,-0.082424
train25039,0.99139,0.022152,-0.82858,0.8423,0.081199
train25040,0.41955,-0.26704,-0.24907,0.44023,0.4033
train25041,-0.32397,0.55849,0.41694,-0.091409,-1.5033
train25042,0.12535,-1.3156,2.1538,-1.6061,-1.3776
train25043,-1.7068,-3.6683,1.2216,-0.8683,0.085036
train25044,0.6683,-1.4071,-0.64268,0.90112,-1.0334
train25045,-0.94147,-0.76176,-0.2406,0.030073,-0.21372
train25046,0.20256,0.24083,0.1337,0.21894,-0.6008
train25047,0.64306,0.45429,0.19699,0.075999,1.7914
train25048,0.27411,0.13076,0.091503,0.92944,-0.63924
train25049,2.0002,-0.44233,-1.0244,1.731,-0.91981
train25050,6.33E-05,-0.085358,0.33063,0.37991,0.79425
train25051,0.12121,0.22416,-0.4979,0.11928,-0.73101
train25052,1.3422,1.3328,-2.8742,-1.9085,0.041017
train25053,-1.9529,-3.3039,1.1366,-0.39937,-0.63615
train25054,-0.05827,0.5999,0.2805,1.0671,0.22567
train25055,0.36777,-0.57696,-0.37545,0.55326,1.1564
train25056,-2.6615,0.75035,-4.2765,-1.6355,0.023673
train25057,2.8121,-0.20914,0.5854,-1.2198,-0.42111
train25058,0.11978,-0.12146,0.027725,0.040697,0.75419
train25059,-0.48807,0.11441,-0.2799,-0.28775,-0.31385
train25060,-1.9085,1.4651,-1.5914,1.6907,0.31144
train25061,0.74611,-0.22415,-0.37625,0.7632,-0.38782
train25062,0.33549,0.048262,-0.72682,0.83736,-0.84526
train25063,-2.4629,0.65044,-3.9629,-1.7802,0.14204
train25064,-1.3868,-2.1487,0.89787,-1.1233,-0.68288
train25065,0.73586,2.3389,3.2738,-1.579,2.0303
train25066,0.089325,-0.38278,-0.38469,0.40044,1.2463
train25067,2.0434,-0.11363,-1.272,1.6038,-0.9909
train25068,0.70649,-0.41537,-0.16124,-0.20359,0.70637
train25069,0.16958,0.22256,-0.63438,0.3994,-1.9336
train25070,-0.79367,-2.0649,0.77093,-0.096219,0.4633
train25071,1.4895,-0.63817,-0.30495,-0.24549,-0.044499
train25072,-1.5219,-0.88908,-0.70197,-0.95091,-0.83643
train25073,-0.18203,2.8711,-3.5506,0.50651,0.63493
train25074,-1.1492,-0.068114,-2.9808,-0.44569,-0.66337
train25075,-0.03352,0.10532,2.7881,2.4896,-0.1341
train25076,-1.4764,0.0045711,-3.1217,-1.2414,-0.56438
train25077,0.040065,1.1002,-0.069508,-0.73771,-1.7371
train25078,0.1088,0.13331,0.77663,0.16179,0.76694
train25079,-0.51296,1.1054,0.038209,-0.32722,-1.9879
train25080,-1.4486,0.29778,-3.0935,-1.3825,0.58196
train25081,0.78112,0.58431,-0.04833,0.60305,-0.22341
train25082,0.088246,-0.55541,-0.22114,0.14126,0.92161
train25083,1.4107,2.0222,-1.2988,-0.31673,1.0385
train25084,0.036159,1.3978,0.80054,-0.20263,0.44032
train25085,-2.665,0.66301,1.2504,-1.8281,1.6382
train25086,1.2364,-1.1027,-0.26035,1.4575,-0.55947
train25087,-0.083676,0.72447,-0.14755,1.3084,0.96287
train25088,-2.1391,0.041202,1.241,-1.2821,0.95395
train25089,-0.092848,0.52089,0.30633,1.0198,1.4337
train25090,0.3077,-0.027218,0.18448,0.22544,1.1248
train25091,0.072345,0.038897,1.3846,3.3194,-0.016364
train25092,0.15005,-0.35271,0.23455,0.68603,0.023425
train25093,0.1429,0.65273,0.098194,-0.35476,-0.69846
train25094,-1.4129,-0.17287,0.81876,-0.63604,0.9606
train25095,-0.098114,0.77322,-0.005149,-0.16172,-1.4672
train25096,1.2554,-0.82239,-1.1028,1.1356,-0.69634
train25097,-0.70017,-1.0484,0.59651,-0.59382,-1.7199
train25098,0.66404,1.1433,-1.7679,-1.0215,0.207
train25099,1.9807,0.3303,1.7503,0.46778,-0.076534
train25100,-0.8953,-0.44258,-0.017871,0.039223,-0.21468
train25101,1.416,1.1421,-2.3929,-0.94947,0.3799
train25102,0.21848,-0.55666,-0.25729,-0.29992,1.2626
train25103,-0.23087,0.50027,-0.0011701,-0.17526,-1.5152
train25104,0.64422,-2.3025,1.6455,-1.6305,0.54296
train25105,2.0093,-0.67977,0.87736,-1.2179,-0.39585
train25106,1.286,0.22434,-0.63239,-0.19511,-0.24084
train25107,-0.21736,-0.029196,0.23917,-0.26469,-0.07816
train25108,-0.20878,0.24677,0.32626,0.38126,0.086396
train25109,-2.372,-3.9675,1.3576,-0.69674,-0.3649
train25110,0.20451,0.63898,0.55151,0.028217,-0.93195
train25111,0.4689,0.5151,1.9279,2.4442,0.72757
train25112,1.6655,1.3676,0.33,0.044801,-0.94247
train25113,1.9249,0.43457,-0.44284,-2.3452,0.18151
train25114,0.93377,-0.93323,-0.2963,1.9168,-0.68164
train25115,1.0031,0.87732,-0.54839,0.54766,-0.17584
train25116,-1.4803,0.81561,-1.8781,0.40971,0.26646
train25117,-2.2135,0.77775,-3.4989,-1.2956,0.31722
train25118,1.5504,-0.77362,-1.6935,-2.3715,1.0318
train25119,-1.059,-0.17569,0.83604,-0.54711,0.5189
train25120,-0.15312,-0.1228,-0.030844,0.043349,0.21399
train25121,-2.1151,1.7372,-2.0992,2.3576,0.19824
train25122,0.45824,-0.50135,-0.22289,-0.127,0.99362
train25123,1.3132,0.00076237,-0.72112,1.1083,0.144
train25124,0.36173,-0.052308,1.8797,1.2189,-0.22945
train25125,-1.5335,-0.34453,-2.052,-0.95536,-0.132
train25126,0.0016606,0.028012,-0.55766,0.47121,0.95097
train25127,-0.18168,-0.11799,1.2489,2.2182,-0.36172
train25128,0.29446,0.72588,1.7648,-0.90195,0.77905
train25129,-0.86035,-0.72424,-0.0035638,-0.18833,0.95565
train25130,3.1803,1.7365,-0.92169,-0.019004,0.24853
train25131,0.82383,0.94278,-0.34221,0.21808,-1.991
train25132,-1.5143,0.84287,-1.5501,1.742,0.20727
train25133,-0.35776,0.44906,0.86499,-0.63854,1.4567
train25134,0.52947,-1.2075,-3.8315,-3.2084,0.29855
train25135,-2.178,1.5401,-2.0829,2.492,0.42075
train25136,-1.8448,1.5754,-2.2707,2.4451,0.43212
train25137,-0.29268,-0.25514,-0.51714,0.7404,-0.28184
train25138,2.3897,0.052838,-0.20497,-1.8175,0.058806
train25139,-2.6306,0.27669,1.4665,-1.9288,1.5223
train25140,-2.5513,-3.7846,1.4393,-1.0199,0.27659
train25141,-1.5066,0.057,0.46389,-1.1313,1.2502
train25142,0.4305,2.7501,1.7393,0.90136,1.4054
train25143,0.44417,1.3009,-1.4926,-0.23546,0.52203
train25144,0.063728,0.26412,0.28356,0.17487,0.016582
train25145,-2.3467,-0.78911,1.1802,-1.5156,1.5444
train25146,1.4935,0.032237,-0.62395,1.3931,-0.6606
train25147,0.18867,-0.26746,0.10357,-0.33382,0.061072
train25148,0.1262,0.37162,0.76612,-0.17701,0.85545
train25149,-1.9905,1.5884,-1.9587,2.2654,0.1456
train25150,-2.8644,-3.9113,1.6442,-0.99212,-0.2637
train25151,0.59968,-0.098061,-0.49725,0.1101,-0.74638
train25152,1.2206,-0.31659,0.82187,-1.3331,0.17054
train25153,1.995,-0.8095,-1.3614,1.4444,-1.0683
train25154,-1.5125,-3.1426,1.4728,-1.4191,-0.12889
train25155,0.22195,-0.56858,-0.28588,0.46679,1.3578
train25156,-0.41018,0.2525,1.0089,1.0856,0.09849
train25157,-0.023663,1.9005,0.68693,-0.63175,-1.3128
train25158,0.91821,0.60164,0.47177,2.789,-0.45399
train25159,0.65378,-0.34461,-0.19579,-0.16436,0.81848
train25160,-0.044016,0.59066,0.0096004,-0.043883,-0.93711
train25161,-1.4123,0.5424,-2.6299,-0.88596,0.12732
train25162,0.89232,-0.4036,-0.6603,0.46311,1.4037
train25163,0.69823,-0.54767,-0.11633,0.37692,1.5402
train25164,1.1263,-0.39289,-0.65797,-0.05968,-0.38501
train25165,0.22803,0.47118,-1.4656,-1.0445,0.60863
train25166,0.63859,-0.56201,-0.19841,0.59585,1.7451
train25167,-1.1836,0.54603,-1.7896,-0.67503,-1.1309
train25168,-0.51588,-0.46219,-0.074894,-0.43436,1.134
train25169,1.4985,-0.54757,-0.58858,0.54563,-0.17958
train25170,2.1703,-0.90059,-0.56454,0.4198,-0.64643
train25171,-2.4566,0.15599,1.2842,-2.0263,1.4938
train25172,2.5764,0.33706,-1.3768,-2.2532,0.50233
train25173,-2.5948,0.59194,-4.204,-1.6374,0.11105
train25174,0.11572,1.4547,0.41364,-0.33024,-2.4117
train25175,0.62758,-0.67126,-0.31432,0.78158,1.4401
train25176,-0.78202,0.39192,0.4884,-0.53341,-0.72669
train25177,0.41096,-0.45628,-0.61943,0.21117,1.4098
train25178,0.95986,1.4534,-0.081653,-0.21758,-1.5275
train25179,-0.88606,-1.4434,1.0605,-0.55857,-0.4938
train25180,0.42351,-0.058089,-0.39883,0.39123,0.73247
train25181,0.35503,1.2514,0.34749,-0.18299,-1.7086
train25182,1.5193,1.7947,-0.71134,-1.1358,-0.79584
train25183,-0.55682,0.35534,0.3898,-0.82196,-0.6236
train25184,0.798,1.0911,0.34677,0.14544,-0.58936
train25185,0.92336,-0.35345,-0.47397,1.0264,0.69687
train25186,0.20496,-0.23479,-0.27464,0.15948,0.059965
train25187,0.69054,1.1413,-0.058718,-0.57108,1.2995
train25188,1.1683,1.8025,-3.0855,-3.8606,0.87787
train25189,1.3338,-0.90446,-0.89408,-2.7658,0.37238
train25190,-1.3065,2.6752,-2.3642,2.471,0.66156
train25191,0.030311,-0.017508,0.044425,0.1122,-0.084464
train25192,0.36923,-0.85699,0.05876,-0.085111,-0.063727
train25193,-0.28146,-1.0316,2.0789,0.23306,0.14159
train25194,-1.7944,-2.594,1.5345,-1.0896,-1.0714
train25195,1.2267,-0.091202,1.8733,1.8248,-0.38901
train25196,2.4204,0.10975,-1.2058,0.64142,-0.38194
train25197,-2.056,1.4933,-2.1785,2.0913,0.62261
train25198,1.0144,0.2237,-0.32805,0.81746,-1.2637
train25199,-2.3446,0.63297,-2.8688,-0.84407,-0.51858
train25200,0.34513,1.3612,0.30105,-0.29429,-2.1498
train25201,1.7698,0.15542,-3.6246,-3.8514,0.64341
train25202,0.94254,-1.2122,0.27891,0.56107,-0.69851
train25203,1.673,0.14038,-3.7137,-3.5217,0.30935
train25204,0.073615,0.4135,-0.079444,-0.26443,-0.13508
train25205,0.23847,0.019876,0.36928,0.33064,-0.33869
train25206,-1.4223,0.20522,-3.4096,-1.5633,-0.39775
train25207,-2.7568,-0.25788,1.2973,-2.0866,1.3644
train25208,-1.4123,1.6013,1.9586,-1.0618,1.3912
train25209,-0.62076,-0.94124,0.53282,-0.049982,-0.053554
train25210,1.8408,-0.53425,-0.77145,-0.90506,-0.022815
train25211,0.10116,1.2689,0.28688,-0.38688,-2.1008
train25212,1.5352,-0.39527,-1.2851,1.4036,-0.99283
train25213,0.52313,-0.041389,0.2927,0.52403,0.54544
train25214,0.30452,0.42841,0.55724,0.1344,1.706
train25215,-0.045058,0.2102,2.0107,3.4576,-0.35312
train25216,-1.8736,0.62958,0.67329,-1.8942,1.3356
train25217,1.9243,-0.27848,-0.29005,0.21947,-0.34606
train25218,0.87743,-0.34582,-0.60307,0.52734,0.94118
train25219,-0.27986,0.70816,-0.0081521,-0.44144,-1.8006
train25220,-1.6695,0.4341,-3.2686,-0.96209,-0.24698
train25221,0.34,0.2169,0.5096,0.43971,0.094955
train25222,0.39621,0.62374,0.095662,0.17116,-1.5623
train25223,1.8942,1.7246,-2.9483,-3.2084,0.27579
train25224,0.17011,0.15947,0.20096,0.24519,0.40509
train25225,2.2744,-0.73051,1.1727,-0.89607,-0.87269
train25226,1.6911,-0.89878,-0.7563,1.4417,-1.3661
train25227,-1.4878,0.28821,-2.9768,-0.98849,-0.24202
train25228,2.3172,-0.27554,-1.1819,1.7617,-1.1832
train25229,-0.49723,0.84322,-0.47252,-0.26808,-1.1614
train25230,0.18366,-0.45889,-0.27227,0.28082,1.3645
train25231,0.23739,-0.52809,-0.078903,-0.25259,0.56979
train25232,0.89988,-0.74022,-0.33922,0.4969,1.8785
train25233,0.34273,0.065813,0.46918,-0.1289,-0.032164
train25234,-0.25583,-0.21048,-0.71264,0.65393,0.96934
train25235,-2.5577,-4.033,1.4739,-0.87703,-0.3568
train25236,2.0671,-0.61481,0.66976,-0.74693,-0.69061
train25237,-1.294,0.35709,0.86185,-1.3425,1.2844
train25238,0.49445,0.10228,0.99368,2.4196,-1.1932
train25239,1.1367,-0.33605,-0.42247,-0.77579,-0.058735
train25240,-0.16501,1.3302,1.446,1.5468,0.98958
train25241,0.83813,0.58693,0.48996,0.57863,0.88889
train25242,1.0922,0.32428,-0.79823,-1.9438,0.09385
train25243,-0.7939,-0.28091,1.2352,0.45093,-0.47131
train25244,-0.36501,0.52834,-0.13501,-0.35197,-0.49661
train25245,-0.46077,1.9621,2.3294,0.85486,0.93115
train25246,-1.5323,-3.2408,1.3355,-0.1279,-0.18259
train25247,0.69964,-0.17576,0.2845,1.1403,-0.34762
train25248,-0.52484,-0.6965,0.26636,-2.6286,0.53793
train25249,0.14151,-0.12998,-0.056798,0.14565,0.83281
train25250,-0.0049259,-0.067768,0.62163,0.21679,0.30365
train25251,-2.6452,0.39905,1.3041,-1.6304,1.3553
train25252,0.22791,1.3398,0.51153,-0.15404,-2.2614
train25253,0.044986,-0.058698,0.3055,0.10725,0.31707
train25254,1.1476,-0.55758,-1.1391,-0.38608,-0.78655
train25255,0.48847,0.56257,0.8224,-0.25767,1.0447
train25256,2.0978,0.58145,-2.742,-3.4904,0.63347
train25257,-0.66761,1.3095,0.92668,2.8747,0.50555
train25258,0.92428,0.046176,-0.77351,0.8049,-1.5175
train25259,2.1417,-1.0719,-0.8941,0.89441,-0.63588
train25260,-1.7021,0.031483,0.96863,-1.2723,1.0713
train25261,0.76276,2.5135,-3.0481,1.5534,0.18353
train25262,-1.2761,0.67482,-2.3611,-0.98342,-0.79888
train25263,0.83204,-0.65114,-0.58266,1.8483,-0.89342
train25264,0.60167,-0.27164,-0.28958,0.58496,0.060384
train25265,-1.6504,1.3497,-1.8834,1.429,0.29866
train25266,0.25688,0.91956,0.33423,-0.54354,-1.7545
train25267,1.3557,0.97494,-3.1162,-2.1057,0.43551
train25268,-1.888,0.19747,-2.1433,-1.3408,-0.0018346
train25269,-1.3476,-0.093777,0.53421,-0.76456,1.4288
train25270,0.7023,-0.53169,-0.0556,0.70923,-0.64834
train25271,-0.25854,0.48018,1.6755,2.1593,-0.53783
train25272,1.2988,-0.7621,-1.0495,0.79919,0.19264
train25273,0.9225,-0.62275,-0.17977,0.74447,1.6646
train25274,-1.508,0.78151,-1.7585,1.6801,0.90536
train25275,-2.2777,0.18819,1.263,-1.7208,0.62481
train25276,1.7936,-0.47076,-2.3999,-2.797,0.41682
train25277,0.58648,1.3099,2.5044,2.4948,0.65818
train25278,-1.5389,-2.5658,1.1152,-0.32997,-0.15117
train25279,-1.2047,-0.17232,0.11007,-0.76656,0.57973
train25280,1.6984,3.0105,0.19653,0.47689,1.057
train25281,0.20196,-0.50893,-0.065471,0.49995,1.3368
train25282,0.38467,-0.60973,-0.41832,0.48266,1.3513
train25283,-1.0621,-0.2081,0.61025,-0.46935,1.0531
train25284,0.16263,1.0266,0.50266,0.031226,-2.4542
train25285,1.8266,-0.066848,-1.0591,-2.6145,0.024903
train25286,0.8459,0.13716,0.015978,-0.46728,-0.85567
train25287,1.0544,0.62493,0.75355,0.36174,0.39272
train25288,0.86591,-0.5382,-0.42877,0.28383,1.721
train25289,1.4171,-1.4743,-1.083,0.78098,-1.0934
train25290,1.1982,2.5746,-2.0344,-1.3732,0.40538
train25291,-2.2784,1.6082,-2.4664,2.106,-0.033508
train25292,-1.2186,-2.4617,0.74608,-0.82056,-0.86831
train25293,0.38112,-0.41025,-0.30199,-0.21834,1.3022
train25294,-1.7452,-1.6432,2.1634,0.25562,0.21442
train25295,0.87572,-0.093667,0.14563,0.45141,-0.17641
train25296,0.10515,1.7093,2.2267,2.3551,1.2531
train25297,0.96025,-0.31661,-0.0011614,-0.19188,1.2035
train25298,-2.0987,2.0416,-2.2177,2.5346,0.56215
train25299,-0.36047,0.82185,1.7433,2.8507,0.94547
train25300,0.72669,0.63379,0.76994,0.86198,-0.7931
train25301,-0.22501,-0.033294,-0.011219,0.056336,0.17345
train25302,1.2585,-0.49169,-1.7783,0.9715,-0.5764
train25303,-0.66898,-3.043,2.2069,-0.9193,-0.41634
train25304,0.054478,-0.20069,-0.74036,0.55519,1.3177
train25305,0.019019,0.75168,1.3149,0.88617,0.81204
train25306,-1.8476,0.55454,-3.2526,-1.9305,0.16559
train25307,1.0855,1.4094,0.50852,1.759,-0.24038
train25308,1.4071,0.010264,-1.0726,1.1128,-0.19491
train25309,0.06975,0.014411,-0.87544,-0.53188,-0.17842
train25310,1.4965,-0.50948,-0.050405,-0.032263,0.14084
train25311,0.85675,1.0434,-1.0502,-1.1349,-0.95877
train25312,-3.2909,1.4908,-3.7352,0.82308,0.3165
train25313,1.5257,2.59,-0.26439,0.63274,0.51484
train25314,2.089,-0.69104,0.87883,-0.56603,-0.82388
train25315,-1.6559,1.2989,-1.1017,1.4622,-0.013211
train25316,1.2432,-0.83946,-0.82829,1.5057,-0.6173
train25317,2.4365,0.58258,0.42643,-2.0985,0.077134
train25318,0.81891,-0.36012,0.27054,0.75832,0.76598
train25319,1.5541,1.3998,-0.73413,1.0245,-0.075387
train25320,-0.72388,0.27249,-1.0382,-0.37414,0.79807
train25321,2.2189,-0.32807,0.33967,-1.219,0.37286
train25322,-0.41274,1.2517,0.20852,-0.52492,-2.1244
train25323,-2.4464,-1.9925,2.1921,-1.1696,0.20167
train25324,0.78161,0.5659,-0.145,0.6371,-0.10817
train25325,-2.212,0.56875,-3.8437,-1.9415,-0.31549
train25326,-1.1459,0.010801,0.019595,-0.075701,0.89339
train25327,-2.4123,0.28423,0.39366,-0.9291,1.239
train25328,1.0657,-0.86617,-0.58952,0.74054,-1.5284
train25329,-1.7349,-0.94824,-0.76727,-1.7062,0.75413
train25330,-1.6394,0.030819,0.87927,-1.2601,0.61413
train25331,0.60165,1.7028,0.28466,-0.081288,-2.1932
train25332,0.86718,-0.84901,-0.16581,0.29826,1.6611
train25333,-1.2934,0.58043,-2.8391,-1.2307,0.035565
train25334,-0.84096,0.27545,0.39139,-0.60212,-1.0997
train25335,1.2108,-0.30458,1.3905,0.3606,-0.68557
train25336,1.7888,0.39051,-3.5008,-3.0188,0.23426
train25337,0.61259,-0.034613,0.013125,1.9091,0.18107
train25338,-1.6872,1.6157,-2.1461,2.4254,0.64457
train25339,0.53911,1.5121,0.36618,-0.010366,-1.5911
train25340,-2.1112,0.34277,1.2379,-1.572,1.4587
train25341,0.41184,0.79231,1.4718,-1.4943,-0.029852
train25342,2.0981,0.52914,-0.59547,1.2166,-0.49283
train25343,-1.8747,2.0163,-2.3182,2.1881,0.37742
train25344,0.33652,0.28555,1.1974,1.1565,-0.037199
train25345,2.4487,0.044889,-0.8089,0.88144,-0.058569
train25346,0.41438,-0.17994,1.0837,0.20799,1.8978
train25347,0.95619,-0.21004,1.3263,1.5697,-0.23561
train25348,0.028969,0.25221,-0.78803,-0.19371,0.21219
train25349,1.1883,3.7385,0.08381,-0.15187,0.22835
train25350,-1.3618,-0.10661,0.37283,-1.0314,1.4371
train25351,0.28202,0.52296,0.12792,-0.60307,-0.040059
train25352,-2.1327,0.58556,-1.0197,1.3808,0.28195
train25353,0.71903,0.61198,-2.6252,-1.3429,0.35423
train25354,0.60014,-0.79033,0.12515,0.55407,1.6094
train25355,0.46513,1.1672,2.0853,1.6922,1.6244
train25356,0.69725,1.4784,0.38562,-0.22979,0.63308
train25357,0.40767,0.28625,1.2415,3.4454,-0.74324
train25358,0.0048128,-0.34319,-0.11602,0.66973,1.1758
train25359,-0.12857,0.57019,-0.039101,-0.19122,-1.1289
train25360,-1.899,-2.8568,1.4851,-1.6358,0.22788
train25361,2.224,0.62132,-1.2491,0.15636,-1.0523
train25362,0.02585,0.46684,0.13342,0.12052,1.0312
train25363,1.0186,-0.44489,2.6049,-0.49606,-0.070242
train25364,1.3317,0.76405,0.30587,2.5538,-1.331
train25365,1.0676,0.62402,3.1995,-1.5504,1.1263
train25366,0.54504,1.4653,0.29134,0.3444,0.53994
train25367,-1.1686,0.087204,-1.4879,-0.54101,0.11168
train25368,-0.57032,-0.3979,-0.0086684,-0.26265,1.0007
train25369,1.0722,0.019286,-0.35683,-1.1921,-0.47337
train25370,0.27387,0.73576,-0.14956,0.22283,1.2412
train25371,-0.24173,-0.074992,1.9732,0.76111,1.1469
train25372,-1.0709,0.22019,-1.6951,-0.60053,0.92858
train25373,2.025,-0.70356,-0.96268,0.5258,-0.52407
train25374,1.6006,-0.070606,2.3614,2.0257,-0.39876
train25375,-0.0056151,0.54343,0.012627,0.19827,-1.5817
train25376,2.309,-0.43037,1.1141,-1.9506,0.25848
train25377,0.05953,-0.30764,-0.093837,-0.12573,-0.18171
train25378,1.9964,0.14519,-1.1176,-1.2208,1.086
train25379,1.6951,0.44038,-1.1424,-1.9903,0.33199
train25380,1.1998,-0.27776,0.48024,0.025799,1.2522
train25381,0.6325,-0.42158,-0.29365,-1.1703,-0.15879
train25382,1.3084,-0.2232,0.61799,0.15894,1.362
train25383,1.3598,3.9415,1.088,-0.52231,1.2316
train25384,-1.3255,-2.3951,0.7613,-0.92177,-0.22192
train25385,-1.6631,0.98,-1.7463,2.1972,0.41241
train25386,2.6422,-0.52458,-1.1751,-0.63839,-0.12821
train25387,-1.5526,1.4136,-1.3376,1.3674,0.32916
train25388,-1.8949,-0.20162,0.47268,-1.2951,1.3257
train25389,0.8578,1.6607,1.8409,-0.72848,0.66437
train25390,1.9987,-1.1496,-1.933,-0.28464,-0.70068
train25391,0.4706,0.17153,1.1192,1.2048,1.0896
train25392,-0.39351,0.25186,0.86123,-2.3334,0.22134
train25393,1.2839,-0.60087,-1.2975,-0.55829,0.26927
train25394,1.5096,0.1787,-0.39213,-1.1748,1.067
train25395,-1.8402,1.0043,-2.8538,-1.4034,0.45476
train25396,1.2534,0.58046,0.19718,-1.3741,-0.13517
train25397,2.1521,0.021857,-0.42034,-1.2326,0.2487
train25398,1.7523,0.098498,-0.6324,1.6567,-0.83762
train25399,-2.3006,1.1993,-3.4157,-0.13209,0.53461
train25400,0.8501,1.0617,-0.59553,-0.22081,-0.19137
train25401,0.40241,-0.39753,0.2892,0.44005,1.4327
train25402,0.17669,-0.87434,0.10546,0.13095,1.0275
train25403,-0.053711,-0.16418,-0.18756,-0.00993,-0.39155
train25404,1.873,1.7268,-1.6932,-2.6576,0.81991
train25405,0.20372,0.36112,0.34057,-0.13691,0.45674
train25406,1.3702,-0.31445,-1.1225,1.5706,-1.1251
train25407,0.28173,2.249,0.49557,-0.16375,-0.43671
train25408,2.4287,0.33388,0.77253,-1.8368,-0.39676
train25409,1.7699,1.8285,-0.90513,1.0168,-0.13265
train25410,1.2554,0.11493,-0.71158,0.43036,-0.074054
train25411,-0.20683,1.1221,2.7793,2.8064,0.55956
