SampleID,Auto 20 10 1,Auto 20 10 2,Auto 20 10 3,Auto 20 10 4,Auto 20 10 5,Auto 20 10 6,Auto 20 10 7,Auto 20 10 8,Auto 20 10 9,Auto 20 10 10
train30751,-2.0049,-2.7323,2.5541,-1.1963,-2.6902,3.5293,0.37329,1.9001,-0.42884,-1.0808
train30752,-2.2795,-2.695,2.2582,-1.2207,-2.2294,3.4449,0.27029,1.9922,-0.28701,-1.6908
train30753,-1.9714,-2.7594,2.4692,-1.1917,-2.7963,3.5953,0.37939,1.8778,-0.47361,-0.90496
train30754,-2.1121,-2.6459,2.2759,-1.1342,-2.9735,3.735,0.44621,1.8203,-0.49873,-0.71495
train30755,-1.9288,-2.7821,2.6017,-1.2078,-2.8564,3.5902,0.38793,1.8526,-0.50563,-0.89833
train30756,-1.7657,-2.8992,2.7565,-1.3179,-2.993,3.5757,0.40482,1.7972,-0.64027,-0.73591
train30757,-2.1162,-2.7021,2.4023,-1.262,-2.554,3.3971,0.39927,1.8927,-0.38694,-1.2394
train30758,-1.797,-2.8049,2.651,-1.2791,-3.0767,3.6055,0.45032,1.7562,-0.61787,-0.59849
train30759,-2.2958,-2.675,2.1292,-1.1935,-2.5741,3.5423,0.36213,1.9066,-0.33819,-1.2365
train30760,-1.9048,-2.838,2.5837,-1.2747,-2.9441,3.6028,0.37115,1.8314,-0.54695,-0.80107
train30761,-2.0757,-2.6191,2.2237,-1.1569,-3.1445,3.6208,0.52347,1.7307,-0.47212,-0.47792
train30762,-1.8815,-2.764,2.6275,-1.2275,-2.9255,3.5904,0.41625,1.8151,-0.53451,-0.80468
train30763,-1.9746,-2.764,2.522,-1.2309,-2.7751,3.5267,0.38024,1.8583,-0.44589,-0.97229
train30764,-1.9258,-2.7991,2.5761,-1.2415,-2.9288,3.6,0.39842,1.8242,-0.51941,-0.80514
train30765,-1.8784,-2.8219,2.621,-1.2573,-2.803,3.5466,0.35626,1.8433,-0.48817,-0.94371
train30766,-1.7668,-2.9573,2.8374,-1.3085,-2.7025,3.4829,0.32773,1.875,-0.55286,-1.0786
train30767,-1.7604,-2.8745,2.7355,-1.2735,-2.9537,3.5866,0.38396,1.7993,-0.59059,-0.78322
train30768,-1.6865,-2.8464,2.8329,-1.27,-2.9471,3.6289,0.37218,1.8078,-0.64557,-0.80823
train30769,-1.7619,-2.9135,2.7712,-1.3202,-2.9678,3.5828,0.39588,1.7954,-0.63296,-0.76663
train30770,-2.0696,-2.7311,2.5143,-1.2061,-2.4984,3.4819,0.32506,1.9393,-0.38357,-1.3303
train30771,-1.8863,-2.8136,2.6569,-1.2814,-2.8697,3.6447,0.37155,1.8424,-0.58331,-0.90221
train30772,-2.0002,-2.7604,2.5262,-1.2302,-2.9196,3.6505,0.42253,1.8585,-0.57202,-0.82874
train30773,-1.8755,-2.7846,2.6366,-1.2422,-2.9154,3.6035,0.40001,1.8388,-0.55687,-0.82758
train30774,-1.8604,-2.8345,2.5985,-1.2786,-3.0534,3.6334,0.40959,1.7864,-0.59138,-0.65491
train30775,-2.4775,-2.5766,1.909,-1.1654,-2.4901,3.5088,0.39493,1.9039,-0.24662,-1.3316
train30776,-1.9489,-2.7283,2.5109,-1.2291,-2.9803,3.6067,0.43461,1.7857,-0.51004,-0.72827
train30777,-1.9212,-2.7846,2.5449,-1.2496,-2.9235,3.5775,0.39973,1.8077,-0.49484,-0.79547
train30778,-1.8785,-2.7965,2.653,-1.2402,-2.8664,3.6238,0.37774,1.8526,-0.55841,-0.88583
train30779,-1.8329,-2.7828,2.6931,-1.2249,-2.879,3.5985,0.40114,1.8185,-0.54786,-0.86373
train30780,-1.8927,-2.8121,2.5828,-1.263,-2.9182,3.5851,0.3867,1.8222,-0.53309,-0.81583
train30781,-1.8438,-2.8482,2.6956,-1.2975,-2.8489,3.5311,0.38673,1.8328,-0.55785,-0.90463
train30782,-1.8696,-2.8135,2.65,-1.2446,-2.9114,3.6219,0.38482,1.8449,-0.56624,-0.83482
train30783,-2.1199,-2.6982,2.3655,-1.2294,-2.6098,3.5369,0.34447,1.9027,-0.39395,-1.1852
train30784,-1.8935,-2.8142,2.5789,-1.2713,-2.9001,3.5866,0.37842,1.826,-0.52757,-0.8294
train30785,-1.9813,-2.76,2.5532,-1.2437,-2.7752,3.5793,0.36305,1.8808,-0.48911,-0.99369
train30786,-2.2211,-2.6358,2.2725,-1.1943,-2.5001,3.5042,0.34541,1.953,-0.35142,-1.3205
train30787,-1.8824,-2.7656,2.6267,-1.2317,-2.9013,3.5833,0.41303,1.8202,-0.53329,-0.83048
train30788,-2.2354,-2.7733,2.2459,-1.2639,-2.5305,3.5456,0.3075,1.929,-0.37645,-1.3155
train30789,-2.1615,-2.5877,2.2207,-1.1443,-2.9761,3.6175,0.49414,1.803,-0.43937,-0.71419
train30790,-2.0064,-2.7074,2.2906,-1.1699,-3.2196,3.6874,0.48838,1.7595,-0.56285,-0.404
train30791,-1.9088,-2.8042,2.5801,-1.2404,-2.9118,3.6131,0.38722,1.83,-0.52982,-0.8223
train30792,-1.7815,-2.9076,2.7344,-1.2893,-2.9058,3.5271,0.36197,1.8312,-0.55874,-0.8415
train30793,-1.882,-2.8341,2.6768,-1.2755,-2.758,3.5176,0.36102,1.8471,-0.49908,-1.0139
train30794,-2.096,-2.7402,2.4322,-1.2174,-2.6636,3.5859,0.34881,1.9154,-0.47134,-1.1493
train30795,-1.893,-2.7547,2.6053,-1.2176,-2.8796,3.6111,0.40268,1.8083,-0.51161,-0.86023
train30796,-1.9619,-2.7438,2.4676,-1.1839,-2.9733,3.642,0.43249,1.7909,-0.51157,-0.75926
train30797,-1.9998,-2.7478,2.5524,-1.2215,-2.7616,3.6378,0.34885,1.9159,-0.52848,-1.0227
train30798,-1.9498,-2.9096,2.6686,-1.309,-2.4754,3.5017,0.24769,1.956,-0.48996,-1.4123
train30799,-1.956,-2.8437,2.5518,-1.2596,-2.9105,3.6026,0.3813,1.8338,-0.50392,-0.83357
train30800,-2.0183,-2.7493,2.4485,-1.2325,-2.8895,3.6196,0.38293,1.8443,-0.46051,-0.83868
train30801,-1.8401,-2.8336,2.6402,-1.2523,-3.0288,3.6635,0.402,1.7856,-0.57471,-0.67416
train30802,-1.8905,-2.7662,2.5911,-1.2333,-2.897,3.5562,0.41906,1.8332,-0.53752,-0.83116
train30803,-1.9426,-2.7764,2.5121,-1.2504,-2.9777,3.6146,0.42197,1.8113,-0.56286,-0.75668
train30804,-1.8013,-2.8166,2.7332,-1.2898,-3.0387,3.606,0.45844,1.7711,-0.62814,-0.66133
train30805,-1.9336,-2.7558,2.5256,-1.2221,-2.9639,3.57,0.42697,1.8017,-0.50923,-0.75667
train30806,-1.8277,-2.876,2.6904,-1.263,-2.8816,3.5718,0.3567,1.8454,-0.55607,-0.87709
train30807,-1.9897,-2.7,2.4722,-1.214,-2.9028,3.6177,0.43846,1.8046,-0.51296,-0.82763
train30808,-1.9155,-2.7542,2.6373,-1.2358,-2.8113,3.6418,0.35768,1.8802,-0.52851,-0.94069
train30809,-2.2325,-2.5355,2.1237,-1.0528,-3.0214,3.6393,0.53109,1.7508,-0.34799,-0.65179
train30810,-2.3989,-2.5106,1.9807,-1.1045,-2.4701,3.5274,0.37192,1.9205,-0.23669,-1.3404
train30811,-2.2532,-2.5822,2.103,-1.1335,-2.8536,3.6424,0.44697,1.8185,-0.3769,-0.85551
train30812,-1.7585,-2.9059,2.7669,-1.326,-3.0076,3.5708,0.40985,1.7917,-0.65061,-0.72564
train30813,-1.9278,-2.781,2.5561,-1.2508,-2.8956,3.5813,0.3949,1.8239,-0.50477,-0.83552
train30814,-1.7337,-2.8051,2.8205,-1.2421,-2.9913,3.5902,0.42515,1.807,-0.62989,-0.75413
train30815,-1.9197,-2.7145,2.5057,-1.1879,-3.0707,3.6421,0.46662,1.779,-0.55022,-0.60515
train30816,-1.7571,-2.9103,2.7738,-1.3359,-2.9682,3.5653,0.39003,1.8092,-0.65764,-0.7813
train30817,-1.869,-2.8251,2.6183,-1.2737,-2.9055,3.5665,0.38867,1.8231,-0.55146,-0.83191
train30818,-1.8738,-2.7756,2.6504,-1.2106,-2.88,3.6056,0.39839,1.833,-0.52867,-0.86431
train30819,-1.9121,-2.8957,2.639,-1.311,-2.7478,3.5863,0.30395,1.8832,-0.54191,-1.0578
train30820,-2.0537,-2.8038,2.5777,-1.237,-2.3423,3.4105,0.29166,1.9839,-0.41297,-1.5505
train30821,-2.0512,-2.6697,2.4205,-1.1839,-2.8162,3.5898,0.41223,1.8652,-0.45629,-0.9329
train30822,-1.8182,-2.8592,2.6647,-1.2972,-3.0216,3.5925,0.4095,1.7873,-0.60287,-0.69912
train30823,-1.7967,-2.8842,2.7174,-1.2994,-2.957,3.5638,0.39255,1.8109,-0.60919,-0.77929
train30824,-1.9296,-2.8412,2.53,-1.2492,-2.9184,3.619,0.37339,1.827,-0.52529,-0.8288
train30825,-1.6861,-3.0136,2.905,-1.3895,-2.7613,3.4657,0.33739,1.8253,-0.62629,-1.0173
train30826,-2.2548,-2.6789,2.1424,-1.1878,-2.7954,3.5796,0.42159,1.832,-0.36577,-0.95207
train30827,-2.0493,-2.6681,2.2847,-1.1471,-3.1299,3.7532,0.4673,1.7797,-0.5269,-0.51542
train30828,-1.9265,-2.7608,2.5355,-1.2233,-2.951,3.7026,0.39749,1.8268,-0.54887,-0.75451
train30829,-1.7682,-2.8521,2.7268,-1.2983,-2.9922,3.5757,0.4064,1.7806,-0.61932,-0.75154
train30830,-1.8525,-2.8402,2.6358,-1.295,-2.9155,3.6186,0.35882,1.8094,-0.53308,-0.81147
train30831,-2.3251,-2.6855,2.1611,-1.1971,-2.4088,3.5329,0.32361,1.9668,-0.33122,-1.4586
train30832,-1.9465,-2.7744,2.5492,-1.2202,-2.8562,3.6352,0.37768,1.8632,-0.53676,-0.90108
train30833,-2.136,-2.6854,2.3254,-1.1667,-2.7943,3.6629,0.38512,1.886,-0.46761,-0.9705
train30834,-1.905,-2.7792,2.5783,-1.2616,-2.9513,3.5995,0.40738,1.8064,-0.53845,-0.77566
train30835,-1.7953,-2.8926,2.7559,-1.2928,-2.9008,3.5726,0.38827,1.8209,-0.60178,-0.84397
train30836,-2.1412,-2.5679,2.3047,-1.0894,-2.8701,3.6883,0.44628,1.844,-0.40649,-0.84387
train30837,-1.8124,-2.8663,2.6897,-1.2928,-3.0141,3.5943,0.41563,1.7959,-0.61718,-0.70647
train30838,-1.9397,-2.8534,2.6462,-1.247,-2.4912,3.4371,0.28503,1.9396,-0.4214,-1.3477
train30839,-2.3084,-2.5839,2.1651,-1.1737,-2.3589,3.459,0.34644,1.954,-0.2605,-1.4736
train30840,-1.9186,-2.7864,2.5472,-1.2507,-2.9254,3.5782,0.39925,1.8077,-0.49731,-0.79361
train30841,-1.8951,-2.7553,2.6325,-1.2093,-2.8997,3.6451,0.39493,1.8534,-0.55796,-0.84547
train30842,-2.1141,-2.76,2.3026,-1.2348,-2.8989,3.6445,0.38026,1.8438,-0.47959,-0.85893
train30843,-2.2519,-2.4891,2.0412,-1.0478,-3.0501,3.6424,0.53299,1.7546,-0.35638,-0.59036
train30844,-1.777,-2.794,2.6495,-1.2728,-3.1708,3.594,0.4919,1.7115,-0.62688,-0.47419
train30845,-1.6681,-2.9872,2.831,-1.3847,-3.0593,3.5506,0.38186,1.7455,-0.64061,-0.64958
train30846,-1.9897,-2.7741,2.5511,-1.221,-2.5978,3.4647,0.36048,1.8842,-0.41246,-1.1953
train30847,-1.9276,-2.781,2.5402,-1.2475,-2.9186,3.5778,0.40069,1.8094,-0.49447,-0.80285
train30848,-1.7083,-2.896,2.7921,-1.3172,-3.0378,3.5993,0.41277,1.7552,-0.63962,-0.67225
train30849,-1.8464,-2.8442,2.6326,-1.2859,-2.9344,3.5625,0.38753,1.8111,-0.55638,-0.79623
train30850,-2.0532,-2.6902,2.4075,-1.1892,-2.8599,3.6406,0.4032,1.8456,-0.48508,-0.87948
train30851,-1.9245,-2.7863,2.6084,-1.2436,-2.8232,3.6259,0.36477,1.8761,-0.54659,-0.95223
train30852,-1.8087,-2.9274,2.7833,-1.3463,-2.6686,3.4662,0.32397,1.8615,-0.53547,-1.1326
train30853,-1.8528,-2.87,2.6672,-1.3142,-2.8766,3.6457,0.33757,1.8373,-0.57511,-0.88966
train30854,-2.0128,-2.794,2.4831,-1.2649,-2.6129,3.5167,0.32181,1.8697,-0.38604,-1.166
train30855,-1.9138,-2.7802,2.5805,-1.2256,-2.903,3.6017,0.39959,1.8259,-0.52301,-0.83277
train30856,-1.9047,-2.8697,2.6163,-1.2934,-2.8342,3.6248,0.32749,1.8744,-0.56586,-0.94838
train30857,-1.8821,-2.8537,2.6443,-1.2812,-2.9171,3.564,0.39151,1.8123,-0.52704,-0.81549
train30858,-1.9803,-2.7087,2.5736,-1.2015,-2.8371,3.6187,0.41451,1.8661,-0.50722,-0.90743
train30859,-1.8128,-2.8425,2.6517,-1.3074,-3.0633,3.6099,0.42852,1.7724,-0.63023,-0.64514
train30860,-1.8779,-2.7822,2.582,-1.2559,-3.025,3.65,0.42029,1.7717,-0.57239,-0.67901
train30861,-2.1561,-2.6451,2.2943,-1.1361,-2.7318,3.6049,0.37803,1.9199,-0.39337,-1.0089
train30862,-1.8215,-2.8141,2.7109,-1.2373,-2.9237,3.6227,0.39484,1.8269,-0.57762,-0.82077
train30863,-1.7673,-2.8579,2.7621,-1.2582,-2.9075,3.625,0.37212,1.8286,-0.60301,-0.84368
train30864,-1.8027,-2.8186,2.7365,-1.2256,-2.9235,3.6098,0.39902,1.8193,-0.5657,-0.81582
train30865,-1.9018,-2.7974,2.606,-1.2539,-2.8819,3.5884,0.38794,1.8303,-0.52148,-0.85782
train30866,-2.0749,-2.6982,2.2814,-1.1766,-2.9888,3.5923,0.46085,1.7726,-0.45004,-0.70567
train30867,-1.8417,-2.895,2.6868,-1.3069,-2.8431,3.5681,0.34176,1.8516,-0.59,-0.93385
train30868,-2.031,-2.7552,2.4863,-1.2427,-2.6459,3.5126,0.36025,1.8951,-0.46046,-1.1583
train30869,-1.8928,-2.8115,2.5815,-1.266,-2.9095,3.5815,0.38651,1.8247,-0.53737,-0.82506
train30870,-2.2653,-2.5414,2.0575,-1.0749,-2.9168,3.6291,0.49403,1.7689,-0.34065,-0.78362
train30871,-1.8571,-2.7601,2.6749,-1.1999,-2.9103,3.6427,0.40584,1.844,-0.58196,-0.83889
train30872,-1.9136,-2.7828,2.5679,-1.2402,-2.9461,3.6088,0.40748,1.8163,-0.54479,-0.78415
train30873,-1.881,-2.8507,2.6656,-1.3459,-2.846,3.5303,0.3907,1.8472,-0.59911,-0.92542
train30874,-1.8035,-2.8854,2.7001,-1.3245,-2.933,3.5725,0.37423,1.8263,-0.62163,-0.81551
train30875,-2.5232,-2.5601,1.8883,-1.1188,-2.2649,3.4366,0.35488,1.9615,-0.1645,-1.6034
train30876,-2.4626,-2.5546,2.0018,-1.1351,-2.2624,3.4088,0.36678,1.9693,-0.19295,-1.5878
train30877,-1.9104,-2.7702,2.6094,-1.2404,-2.9006,3.6257,0.39392,1.8456,-0.55768,-0.84783
train30878,-1.8532,-2.9056,2.697,-1.2675,-2.6527,3.5116,0.29461,1.9219,-0.52393,-1.1605
train30879,-1.9248,-2.7726,2.5916,-1.2708,-2.9136,3.599,0.4037,1.847,-0.58391,-0.83528
train30880,-1.7272,-2.9514,2.8384,-1.3395,-2.8928,3.501,0.36618,1.8053,-0.58953,-0.85864
train30881,-1.904,-2.7817,2.574,-1.2472,-2.9138,3.5712,0.39688,1.809,-0.49682,-0.81294
train30882,-2.0984,-2.7382,2.3555,-1.2123,-2.7331,3.5486,0.37117,1.8342,-0.33069,-0.98117
train30883,-1.7322,-2.9553,2.8085,-1.3365,-3.0201,3.6098,0.38001,1.8061,-0.67693,-0.70867
train30884,-2.1115,-2.6614,2.2687,-1.1641,-2.9802,3.6105,0.43314,1.8043,-0.42513,-0.72119
train30885,-2.1611,-2.6402,2.226,-1.1338,-2.7398,3.5438,0.42684,1.8386,-0.34875,-0.98876
train30886,-2.0814,-2.6335,2.2702,-1.1632,-3.0805,3.6722,0.48412,1.7988,-0.50621,-0.57931
train30887,-1.8598,-2.8146,2.6484,-1.2342,-2.8791,3.6569,0.36081,1.8584,-0.55847,-0.85763
train30888,-1.9112,-2.7873,2.5833,-1.2486,-2.9047,3.6016,0.39235,1.8339,-0.53728,-0.8337
train30889,-1.9836,-2.7595,2.5033,-1.2433,-2.963,3.5645,0.44792,1.7764,-0.49191,-0.72955
train30890,-1.7705,-2.8534,2.7433,-1.2624,-2.951,3.6287,0.37701,1.8094,-0.58187,-0.78721
train30891,-1.8288,-2.8513,2.7178,-1.2574,-2.8013,3.6292,0.33163,1.8569,-0.53734,-0.96259
train30892,-1.7594,-2.9,2.7483,-1.2798,-2.9402,3.6047,0.35986,1.8303,-0.60171,-0.80205
train30893,-1.8372,-2.8675,2.6775,-1.292,-2.8879,3.5879,0.37268,1.822,-0.56216,-0.85256
train30894,-1.952,-2.7694,2.5556,-1.2308,-2.902,3.5836,0.40786,1.8289,-0.50622,-0.8423
train30895,-2.4346,-2.3814,1.884,-0.99505,-2.8084,3.6078,0.5251,1.7991,-0.22797,-0.8836
train30896,-2.0471,-2.7037,2.3832,-1.2417,-2.9467,3.6332,0.43624,1.7908,-0.49099,-0.77135
train30897,-1.7531,-2.9414,2.7577,-1.2907,-2.9185,3.5682,0.33756,1.8325,-0.57219,-0.83049
train30898,-1.9924,-2.7989,2.4673,-1.1996,-2.9779,3.6282,0.4174,1.8048,-0.47769,-0.75124
train30899,-2.4507,-2.4827,1.9665,-1.1099,-2.3254,3.4873,0.36751,1.9578,-0.20999,-1.4889
train30900,-1.8864,-2.7702,2.6448,-1.2361,-2.9112,3.6334,0.39491,1.8512,-0.58377,-0.84546
train30901,-1.8467,-2.827,2.6087,-1.3026,-3.0565,3.6039,0.4411,1.7659,-0.6113,-0.64679
train30902,-1.9821,-2.7203,2.4918,-1.2767,-2.7351,3.4794,0.4004,1.8346,-0.46251,-1.0319
train30903,-1.8294,-2.8565,2.6781,-1.2981,-2.9767,3.5888,0.39993,1.8101,-0.61515,-0.76379
train30904,-2.2795,-2.5531,2.0729,-1.1441,-2.8498,3.5504,0.51695,1.7892,-0.40301,-0.88716
train30905,-1.7656,-2.8416,2.7202,-1.2858,-3.0128,3.6002,0.41734,1.7734,-0.6149,-0.70671
train30906,-1.9061,-2.7706,2.5398,-1.2481,-3.0763,3.6678,0.43435,1.7828,-0.5836,-0.62585
train30907,-2.2106,-2.69,2.2638,-1.2606,-2.6553,3.492,0.41286,1.8666,-0.39814,-1.146
train30908,-1.8282,-2.839,2.6712,-1.2748,-2.9205,3.6048,0.375,1.8257,-0.57416,-0.82155
train30909,-2.3408,-2.6434,2.1893,-1.1816,-2.26,3.4574,0.31422,1.9991,-0.29007,-1.6397
train30910,-1.9145,-2.7969,2.5726,-1.2833,-2.8614,3.6067,0.38285,1.8252,-0.53633,-0.87869
train30911,-2.0546,-2.7266,2.4375,-1.2119,-2.8326,3.6508,0.38153,1.8739,-0.51459,-0.93403
train30912,-1.882,-2.8585,2.6499,-1.2743,-2.6979,3.5085,0.32523,1.8913,-0.50163,-1.0913
train30913,-1.8232,-2.8784,2.7337,-1.2798,-2.8304,3.5539,0.3771,1.8347,-0.55458,-0.91823
train30914,-2.0742,-2.6277,2.2252,-1.1199,-3.1684,3.5964,0.52588,1.7192,-0.44963,-0.45422
train30915,-2.267,-2.7707,2.3072,-1.2396,-2.2197,3.3942,0.27391,1.9991,-0.28173,-1.6907
train30916,-1.8804,-2.7979,2.611,-1.2662,-2.9628,3.6067,0.40577,1.806,-0.5485,-0.75401
train30917,-1.8892,-2.8113,2.5945,-1.2207,-2.9299,3.6243,0.39234,1.8265,-0.53911,-0.78216
train30918,-1.9885,-2.6927,2.3663,-1.1863,-3.1337,3.73,0.46756,1.7543,-0.55169,-0.5107
train30919,-2.4566,-2.4686,1.86,-1.0848,-2.6172,3.56,0.44956,1.8355,-0.23236,-1.1409
train30920,-1.8695,-2.7615,2.6662,-1.2202,-2.894,3.6174,0.39817,1.8544,-0.56856,-0.85908
train30921,-2.343,-2.5287,2.0531,-1.1151,-2.5584,3.5613,0.38123,1.9186,-0.27924,-1.2181
train30922,-1.9237,-2.7694,2.5765,-1.2415,-2.8923,3.6016,0.3942,1.8348,-0.52494,-0.84845
train30923,-2.2672,-2.5134,2.1141,-1.0687,-2.9213,3.6947,0.46308,1.8443,-0.38,-0.7697
train30924,-1.808,-2.93,2.7794,-1.3263,-2.5392,3.4149,0.28909,1.9009,-0.49997,-1.2846
train30925,-1.7689,-2.9025,2.7501,-1.3188,-3.0102,3.5822,0.41028,1.7914,-0.63699,-0.71134
train30926,-2.083,-2.7152,2.4298,-1.2471,-2.7036,3.5561,0.39044,1.8722,-0.44525,-1.0665
train30927,-2.4034,-2.5417,2.0057,-1.1203,-2.7279,3.5232,0.48228,1.8252,-0.28324,-1.0301
train30928,-1.8415,-2.9006,2.7352,-1.3074,-2.7385,3.5094,0.34662,1.8605,-0.54313,-1.0348
train30929,-1.9852,-2.7356,2.4891,-1.2023,-2.9024,3.6484,0.3842,1.8696,-0.4992,-0.81367
train30930,-1.8294,-2.8661,2.6669,-1.2731,-2.9024,3.5866,0.36075,1.8339,-0.55931,-0.8438
train30931,-1.8786,-2.7961,2.6153,-1.2478,-2.9281,3.5815,0.40269,1.8253,-0.56301,-0.82915
train30932,-1.8989,-2.7986,2.5671,-1.2544,-2.9395,3.588,0.39637,1.8104,-0.52216,-0.78295
train30933,-1.8589,-2.7462,2.5119,-1.2164,-3.1828,3.6011,0.48984,1.7121,-0.56572,-0.4544
train30934,-1.8567,-2.8203,2.6728,-1.235,-2.9149,3.6221,0.38693,1.834,-0.55264,-0.8284
train30935,-1.8279,-2.7632,2.7469,-1.2097,-2.9395,3.6533,0.40934,1.8672,-0.64004,-0.84049
train30936,-2.2726,-2.6617,2.1389,-1.17,-2.7321,3.5934,0.40196,1.8577,-0.36363,-1.0422
train30937,-1.8329,-2.8361,2.6505,-1.2721,-2.9731,3.6174,0.39577,1.797,-0.55789,-0.73676
train30938,-1.7879,-2.883,2.7192,-1.2698,-2.8975,3.6253,0.35137,1.8378,-0.58681,-0.85087
train30939,-1.8031,-2.8984,2.6954,-1.2767,-2.89,3.5515,0.34907,1.8359,-0.54126,-0.85794
train30940,-1.9783,-2.6107,2.3613,-1.129,-3.1949,3.6602,0.53131,1.7167,-0.5157,-0.41933
train30941,-2.3172,-2.622,2.1502,-1.2034,-2.4251,3.4688,0.35041,1.9404,-0.29989,-1.4165
train30942,-1.9085,-2.7979,2.5987,-1.2377,-2.8827,3.5574,0.39571,1.8389,-0.51113,-0.862
train30943,-2.2576,-2.6949,2.2196,-1.2264,-2.5149,3.5504,0.33859,1.9296,-0.36448,-1.3239
train30944,-1.9109,-2.7989,2.5789,-1.2177,-2.8857,3.6374,0.37272,1.8532,-0.55158,-0.86375
train30945,-2.2874,-2.5027,2.0621,-1.0659,-2.9689,3.5934,0.53227,1.7696,-0.36532,-0.73242
train30946,-2.2236,-2.7339,2.4048,-1.2291,-2.1403,3.4159,0.26872,2.0107,-0.32039,-1.7853
train30947,-2.6003,-2.284,1.6257,-0.9248,-2.8386,3.5968,0.57439,1.7418,-0.14417,-0.83208
train30948,-1.9139,-2.7834,2.6045,-1.2493,-2.8661,3.5735,0.40264,1.8391,-0.53246,-0.87545
train30949,-2.0586,-2.8227,2.4915,-1.28,-2.6334,3.5229,0.32416,1.9114,-0.45335,-1.1971
train30950,-2.5077,-2.4427,1.7534,-1.0145,-2.839,3.6137,0.49827,1.8194,-0.2446,-0.87255
train30951,-1.8927,-2.8149,2.6095,-1.2512,-2.9365,3.6026,0.39424,1.8275,-0.54309,-0.79824
train30952,-2.1412,-2.5628,2.1432,-1.0685,-3.1258,3.6361,0.51377,1.7458,-0.4093,-0.50678
train30953,-1.9708,-2.7694,2.5269,-1.2349,-2.7547,3.6238,0.35626,1.8722,-0.51058,-1.0198
train30954,-1.9582,-2.774,2.5481,-1.2411,-2.7376,3.578,0.3608,1.8651,-0.49356,-1.0442
train30955,-1.8476,-2.8523,2.6287,-1.2741,-2.9459,3.5862,0.37572,1.8148,-0.54651,-0.78604
train30956,-1.6121,-2.9917,2.9019,-1.3868,-3.0362,3.5612,0.37871,1.7557,-0.69821,-0.68999
train30957,-1.7706,-2.9086,2.7637,-1.3235,-2.952,3.5664,0.38734,1.8249,-0.65529,-0.79649
train30958,-2.2533,-2.7625,2.2937,-1.2418,-2.2486,3.416,0.2747,1.9915,-0.29336,-1.6407
train30959,-1.9456,-2.8496,2.6303,-1.288,-2.5803,3.4971,0.31614,1.8899,-0.46553,-1.2391
train30960,-1.8647,-2.8443,2.6764,-1.251,-2.7988,3.5471,0.3612,1.8602,-0.52443,-0.97275
train30961,-1.8525,-2.8081,2.6615,-1.2957,-2.9043,3.5967,0.3968,1.8208,-0.59803,-0.84209
train30962,-2.1178,-2.8276,2.4864,-1.2695,-2.2849,3.433,0.26069,1.991,-0.38124,-1.6192
train30963,-1.7802,-2.8409,2.6552,-1.2862,-3.138,3.6,0.44151,1.7134,-0.57276,-0.53376
train30964,-1.9368,-2.7606,2.5659,-1.2158,-2.8962,3.6197,0.39998,1.8485,-0.54191,-0.84455
train30965,-1.7256,-2.8718,2.759,-1.3142,-3.05,3.5885,0.42117,1.7557,-0.64312,-0.67024
train30966,-2.1115,-2.8138,2.3539,-1.2344,-2.6076,3.5348,0.31566,1.907,-0.3837,-1.181
train30967,-1.922,-2.7645,2.5744,-1.2046,-2.9256,3.5796,0.41065,1.8351,-0.50975,-0.79974
train30968,-1.8884,-2.8106,2.5872,-1.2829,-2.9651,3.6198,0.39396,1.7987,-0.54732,-0.751
train30969,-1.8937,-2.8096,2.5895,-1.2597,-2.9523,3.6178,0.39024,1.8177,-0.54695,-0.77536
train30970,-1.8958,-2.8017,2.6043,-1.2415,-2.9238,3.565,0.40215,1.8175,-0.50526,-0.81243
train30971,-1.8943,-2.8098,2.581,-1.265,-2.9113,3.5822,0.38742,1.8241,-0.53601,-0.82321
train30972,-1.9329,-2.7708,2.5597,-1.2181,-2.8832,3.6146,0.39415,1.8256,-0.4977,-0.84717
train30973,-2.1522,-2.7461,2.4032,-1.2641,-2.4528,3.4594,0.31626,1.965,-0.41451,-1.4222
train30974,-1.7476,-2.8861,2.7884,-1.2918,-2.8056,3.5576,0.3354,1.8395,-0.57346,-0.96466
train30975,-1.8885,-2.8085,2.587,-1.2652,-2.9207,3.5855,0.38779,1.8211,-0.53268,-0.80894
train30976,-1.8952,-2.8065,2.5763,-1.2625,-2.8977,3.58,0.38281,1.8268,-0.52589,-0.83495
train30977,-2.357,-2.4187,1.8836,-0.9562,-3.0002,3.6859,0.5323,1.7534,-0.2884,-0.66184
train30978,-1.8108,-2.874,2.6755,-1.3236,-3.0696,3.6218,0.40469,1.7782,-0.61884,-0.64441
train30979,-1.9799,-2.7609,2.5229,-1.2267,-2.741,3.6131,0.35759,1.8731,-0.49163,-1.0352
train30980,-1.8813,-2.8239,2.6249,-1.2642,-2.8944,3.6043,0.38055,1.8376,-0.55674,-0.85631
train30981,-1.9014,-2.7814,2.5889,-1.2505,-2.9192,3.5908,0.40299,1.8211,-0.5313,-0.80866
train30982,-1.9412,-2.7917,2.6086,-1.2429,-2.83,3.5868,0.36641,1.861,-0.48992,-0.92109
train30983,-1.7757,-2.8774,2.7667,-1.2812,-2.9712,3.592,0.40982,1.8036,-0.61649,-0.75143
train30984,-1.8395,-2.7972,2.6373,-1.247,-2.9989,3.6034,0.41464,1.7943,-0.56965,-0.72191
