SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Sd A,Sd B
valid3404,884,32170,1,-29595,0,-0.0463800905,0.6787330317,9994.2854857174,0.4669630643
valid3405,2598,59836,25170,-36356,-54663,-0.0042340262,-0.0069284065,9998.0738601296,9998.0828874787
valid3406,3569,58924,84855,-40711,-24080,0.0044830485,-0.0112076212,9998.6028274154,9998.6029982662
valid3407,3357,78173,33276,-60902,-20477,-0.0011915401,-0.0113196306,9998.5134971115,9998.5124425545
valid3408,630,32086,37844,-63741,-40551,-0.0222222222,0.0079365079,9992.0617699942,9992.0603162426
valid3409,1725,3,29404,1,-35417,2.8011594203,-0.0057971014,0.5484088611,9997.0971806513
valid3410,4011,28,24976,1,-20208,14.524557467,0.0042383446,8.2576065293,9998.8208232834
valid3411,3147,38313,2519,-33303,-70824,0.0009532888,-0.0114394662,9998.4064486096,9998.416303537
valid3412,339,3,57240,1,-5286,2.0088495575,-0.0530973451,0.9104011423,9985.2569487953
valid3413,796,1742,58509,-189286,-8644,-0.1984924623,0.0087939698,9993.6615171012,9993.7246145785
valid3414,774,63197,1,-13147,0,0.007751938,0.5968992248,9993.564522898,0.4905206828
valid3415,461,26258,1,-30097,0,0,0.464208243,9989.1257930041,0.4987173048
valid3416,205,8,33760,1,-21421,5.7609756098,-0.0780487805,1.7211564531,9975.6559456072
valid3417,917,24877,38751,-26658,-17093,-0.0163576881,-0.0076335878,9994.5550009556,9994.5550170053
valid3418,158,61336,1,-9656,0,0.0443037975,0.335443038,9968.3108419803,0.4721451114
valid3419,971,28715,186594,-57704,-18536,-0.0030895984,0.0195674562,9994.8614916811,9994.8437188683
valid3420,2352,18961,18782,-65272,-115362,0.099914966,-0.068877551,9998.0536795442,9998.0456595133
valid3421,907,35851,27021,-39788,-29145,-0.0033076075,0.0099228225,9994.4704280269,9994.4729121963
valid3422,1202,16237,35,-43112,1,0.034109817,17.4034941764,9995.8265218495,10.0703558854
valid3423,791,12866,19,-32971,1,0,5.1276864728,9993.6804143935,3.027080402
valid3424,530,32643,22029,-34029,-30794,-0.0283018868,0,9990.5616646248,9990.5508983654
valid3425,530,28974,26203,-21485,-33651,-0.020754717,0.0056603774,9990.5724125176,9990.5694233039
valid3426,6248,33624,45975,-54591,-26779,-0.002240717,0.0017605634,9999.1944725497,9999.2049810011
valid3427,4201,36364,69149,-40373,-24594,-0.003808617,-0.078314687,9998.8087402321,9998.8631718397
valid3428,5607,115654,1,-30245,0,0.0019618334,0.2657392545,9999.1086253963,0.4417260499
valid3429,2023,8,87749,1,-19043,3.9569945625,0.0074147306,2.041978934,9997.5254945057
valid3430,907,19370,30557,-20945,-42608,0.0022050717,-0.0077177508,9994.5098678947,9994.4742767892
valid3431,3602,5,49966,1,-24796,2.4267073848,0.0002776235,1.0513140227,9998.6068336179
valid3432,6183,28534,1,-251060,0,0.0008086689,0.442503639,9999.1910815879,0.4966831671
valid3433,595,1,1,0,0,0.1781512605,0.8655462185,0.3826400252,0.3411392123
valid3434,869,1,12470,0,-53392,0.4073647871,0.002301496,0.4913437873,9994.2597605375
valid3435,907,30557,49573,-42608,-21072,-0.0077177508,-0.0044101433,9994.4742767892,9994.5007269286
valid3436,832,21823,25491,-32279,-15314,-0.1514423077,-0.0817307692,9993.8134891738,9993.9921220996
valid3437,7845,18789,19,-561675,1,0.0020395156,9.4606755895,9999.3619012091,5.2036306198
valid3438,2384,39244,149484,-42694,-25908,0.0062919463,-0.0004194631,9997.8986258746,9997.8991101646
valid3439,3596,53477,8,-44024,1,0.0061179088,5.7633481646,9998.6085262138,2.1933518526
valid3440,2162,32430,41855,-35920,-8028,-0.0018501388,0.0087881591,9997.6766811732,9997.6855270922
valid3441,3423,118092,60970,-52902,-11445,0.0005842828,-0.0049664037,9998.5300677756,9998.5379608538
valid3442,1169,72621,13636,-25393,-37953,0.001710864,0.0171086399,9995.7298141095,9995.7404316259
valid3443,53,33959,44375,-7560,-8068,-0.0188679245,0,9905.1923880825,9905.2808956961
valid3444,7838,5,114932,1,-28740,1.9360806328,-0.0183720337,0.8645860912,9999.4134780749
valid3445,2018,21885,19,-31112,1,0.0004955401,9.5768087215,9997.5170097013,5.3628773289
valid3446,808,4,218123,1,-649,2.0086633663,0.0866336634,1.0177504779,9993.8115488874
valid3447,770,225151,89361,-5804,-30874,-0.0077922078,0.0350649351,9993.5235161314,9993.6309074508
valid3448,6417,12202,46011,-29908,-13422,-0.04628331,0.0001558361,9999.2654978911,9999.2218999057
valid3449,831,89528,71219,-19260,-35718,0.008423586,0.0036101083,9993.989908437,9993.9738594313
valid3450,907,32676,26505,-35474,-40420,-0.0209481808,-0.0055126792,9994.467099483,9994.4884628995
valid3451,1317,1,12,0,1,0.3416856492,7.523158694,0.4742747794,4.0737826565
valid3452,2185,30262,404976,-39813,-4223,-0.0535469108,0.0054919908,9997.7109057995,9997.7144372984
valid3453,669,35431,32394,-37747,-21159,-0.0044843049,0,9992.521424546,9992.5273670312
valid3454,1136,19952,14462,-14185,-14997,0.0149647887,-0.0906690141,9995.6037184394,9995.6804535927
valid3455,999,85833,36341,-23873,-39926,0.007007007,-0.007007007,9995.0094761025,9994.994593489
valid3456,4856,35676,86153,-34652,-16756,-0.0045304778,-0.0067957166,9998.9740842355,9998.9747674076
valid3457,5882,3,136353,1,-20311,2.9197551853,0.0088405304,0.3863807882,9999.1254143353
valid3458,4344,1,16534,0,-54240,0.4606353591,-0.0034530387,0.4984480164,9998.8535588572
valid3459,7670,22617,5,-12351,1,-0.00273794,2.8582790091,9999.3610668825,1.4978014868
valid3460,530,68635,23665,-22487,-38412,-0.0132075472,0,9990.5561028014,9990.567249085
valid3461,907,21575,52980,-13877,-30954,0.0110253583,0.0099228225,9994.4865288078,9994.4977970329
valid3462,406,24801,3,-12083,1,-0.0221674877,2.4310344828,9987.6812899076,0.7964962768
valid3463,3897,89814,8,-21364,1,-0.0028226841,4.3607903516,9998.707421812,1.8241057416
valid3464,3747,56481,50414,-23424,-45046,-0.1024819856,0.0050707232,9998.702446144,9998.6644543561
valid3465,7258,19588,40764,-38381,-122543,-0.001102232,0.0066133921,9999.3161230747,9999.3036728747
valid3466,1364,6214,44496,-95684,-24228,0.0491202346,0.1107038123,9996.3412353535,9996.3280564237
valid3467,2130,204518,16616,-13519,-30809,0.00657277,-0.0079812207,9997.651109063,9997.6623745891
valid3468,203,32196,46266,-7914,-14165,-0.0344827586,-0.0098522167,9975.3711954241,9975.3082859087
valid3469,1213,26347,25293,-42916,-49838,0.0049464138,0.0445177246,9995.8769079598,9995.9129594297
valid3470,839,39528,61540,-33509,-18455,-0.010727056,0.0095351609,9994.0323934541,9994.0295966131
valid3471,1046,37842,48851,-28796,-26115,-0.0028680688,0.0200764818,9995.2269609523,9995.4347155848
valid3472,4575,40683,27201,-19692,-32261,0.0030601093,-0.0161748634,9998.9103442823,9998.9513986481
valid3473,3788,29817,50445,-37503,-23756,-0.005279831,-0.0031678986,9998.6744478623,9998.6750977381
valid3474,4086,1,3,0,1,0.8830151738,1.6607929515,0.3214022039,0.8866027147
valid3475,1883,1,1,0,0,0.3828996283,0.6579925651,0.4860941297,0.4743820711
valid3476,617,38715,51079,-33204,-14176,0.0162074554,-0.0048622366,9991.8713052792,9991.8906862615
valid3477,637,4,1,1,0,1.6781789639,0.1083202512,0.561768188,0.31078445
valid3478,3105,35179,40825,-33442,-29842,-0.0074074074,0,9998.3979805145,9998.3834387407
valid3479,3156,20925,1,-56375,0,-0.0050697085,0.4923954373,9998.40920566,0.4999421673
valid3480,1670,1,34630,0,-23530,0.4916167665,-0.0023952096,0.4999297165,9996.9999693917
valid3481,860,34774,1,-23398,0,-0.0127906977,0.3802325581,9994.1919552412,0.4854438792
valid3482,1101,129287,79071,-19928,-10117,-0.0072661217,-0.0072661217,9995.4632421876,9995.4578594535
valid3483,1009,88635,36934,-115336,-33592,-0.0118929633,-0.0019821606,9995.0518069813,9995.0363376765
valid3484,512,28209,34976,-38032,-28690,0.015625,-0.232421875,9990.2287315722,9990.2816537949
valid3485,3128,41200,37843,-51993,-33539,-0.0083120205,0.0028772379,9998.3983323114,9998.3951048309
valid3486,3522,31571,34151,-28337,-55143,0.0110732538,0.0005678592,9998.5235464638,9998.5795795575
valid3487,2398,38882,40788,-36305,-34332,-0.0137614679,-0.0020850709,9997.9228472106,9997.9171146681
valid3488,4156,77137,50535,-18078,-34689,0.000481232,-0.000481232,9998.7998079577,9998.799564377
valid3489,523,35848,22,-28094,1,0.0095602294,9.3173996176,9990.4443068028,5.9743415141
valid3490,1629,30706,32670,-19613,-40558,-0.0012277471,0.0098219767,9996.927779577,9996.9209555582
valid3491,907,57863,30557,-29930,-42608,0.0088202867,-0.0077177508,9994.4725848389,9994.4742767892
valid3492,2727,9034,9954,-30702,-36234,-0.1485148515,-0.0132013201,9997.9987707634,9998.159596717
valid3493,1240,1,1,0,0,0.3524193548,0.1903225806,0.4777237205,0.392555596
valid3494,1659,114014,4,-18581,1,-0.0006027728,1.4858348403,9996.9828585559,1.0165647689
valid3495,631,37671,35409,-20135,-20621,0.0142630745,0.0095087163,9992.0857340574,9992.0686959207
valid3496,7986,9,21877,1,-25901,4.8258201853,-0.0092662159,2.710016941,9999.3819854692
valid3497,1049,4,30085,1,-38727,2.6968541468,-0.0171591992,1.0809026074,9995.2367085313
valid3498,3991,49984,3,-39920,1,0.1170132799,2.5570032573,9998.730103988,0.5695835293
valid3499,4083,1,14725,0,-8964,0.4957139358,-0.0580455547,0.4999816293,9998.7957209861
valid3500,1461,162472,28797,-26168,-57173,-0.0061601643,0,9996.5884745068,9996.5724627706
valid3501,2824,7,27995,1,-50870,3.7592067989,-0.0099150142,1.9603235684,9998.2292360973
valid3502,619,37328,28927,-19560,-28083,0.0080775444,-0.197092084,9991.9395319726,9992.0679146791
valid3503,2708,7,35645,1,-55766,3.9807976366,-0.0059084195,2.2887078683,9998.1539862938
valid3504,3842,51907,85372,-18895,-27695,-0.0059864654,0.0057261843,9998.7031869818,9998.6980062333
valid3505,2063,34233,147921,-32948,-22179,0.0033931168,-0.019389239,9997.572361678,9997.5688611729
valid3506,3566,1,30327,0,-30562,0.4340998317,0.0143017386,0.495638142,9998.5730745019
valid3507,833,4,87119,1,-6561,2.5474189676,0.0636254502,0.8113665431,9993.9371187139
valid3508,2620,17031,14,-178592,1,0.0045801527,8.5114503817,9998.078074393,3.6682387816
valid3509,7434,31516,189132,-21472,-118009,0.0028248588,-0.0034974442,9999.3309788913,9999.3255463161
valid3510,7739,51108,1,-24960,0,0.0029719602,0.2951285696,9999.3539232236,0.4561005339
valid3511,1863,15660,23844,-64469,-28602,-0.0053676865,-0.2093397746,9997.3177494002,9997.3433918978
valid3512,3692,30959,32468,-11496,-41113,0.0037919827,0.0010834236,9998.6447823289,9998.6348884594
valid3513,4620,112594,1,-14615,0,-0.0051948052,0.3668831169,9998.9141078155,0.4819542462
valid3514,4447,1,16535,0,-427089,0.2855857882,-0.0017989656,0.4516929773,9998.8709797105
valid3515,593,22645,54702,-17438,-31507,-0.0101180438,-0.0118043845,9991.5524049203,9991.5949801697
valid3516,979,7248,7,-191190,1,0.0490296221,2.5403472932,9994.8249917942,0.7111804355
valid3517,1625,18,35538,1,-28631,11.1138461538,-0.0043076923,5.0970844433,9996.9080540849
valid3518,938,12402,85221,-15909,-25095,-0.0053304904,0.0063965885,9994.6744181015,9994.6726157016
valid3519,4035,13127,1,-17142,0,-0.0121437423,0.2456009913,9998.7588629592,0.430442963
valid3520,530,31707,33383,-14968,-27934,0.0169811321,0.0075471698,9990.5510572748,9990.5751132897
valid3521,2528,17869,3,-85719,1,0.0130537975,2.8022151899,9998.0277174625,0.5429013984
valid3522,2047,270257,35759,-4761,-41908,0.0024425989,0.0097703957,9997.5688150432,9997.5683668838
valid3523,6212,1,121024,0,-13291,0.5437862202,0.0056342563,0.498079077,9999.189119255
valid3524,586,14,36635,1,-35064,10.1126279863,-0.0085324232,3.2031784963,9991.4703165729
valid3525,3847,45788,23383,-42118,-80587,0.0007798284,-0.0049389134,9998.6895315108,9998.6996266668
valid3526,530,21411,29591,-72874,-20636,-0.0056603774,0.0113207547,9990.5667239655,9990.5299491079
valid3527,7849,19180,109253,-31452,-122261,-0.0003822143,-0.0006370238,9999.3609418621,9999.3648554507
valid3528,6197,35593,3,-31850,1,-0.0032273681,1.366629014,9999.1978458324,0.7725961256
valid3529,2818,22473,39563,-19135,-54487,0.0078069553,-0.1121362669,9998.2305828448,9998.2505213197
valid3530,4781,9896,21153,-23255,-29626,0.0179878686,0.003974064,9998.965901337,9998.9535624093
valid3531,651,5213,26771,-112787,-30366,-0.0276497696,0.0107526882,9992.2912948072,9992.3044891034
valid3532,907,66123,46104,-80794,-28582,-0.0099228225,-0.0055126792,9994.4986775615,9994.4820268253
valid3533,2566,20054,22069,-13074,-49055,0.0023382697,-0.0023382697,9998.0430170843,9998.0433041241
valid3534,1689,50556,36864,-24047,-15212,-0.0118413262,0.0023682652,9997.0400786918,9997.0421420681
valid3535,7893,14856,29377,-19709,-37904,0.075383251,0.0440896997,9999.376745712,9999.4761808497
valid3536,513,13995,35072,-16374,-28852,0.0136452242,-0.0155945419,9990.2195269521,9990.251830909
valid3537,2416,1,14,0,1,0.7893211921,9.2843543046,0.4077906912,1.9929146632
valid3538,2202,36436,1,-28765,0,0.0027247956,0.2606721163,9997.742694547,0.4390013258
valid3539,4553,20163,32955,-19423,-39528,0.0094443224,-0.0041730727,9998.8947051647,9998.9013924855
valid3540,6236,106750,4154,-27970,-371572,0.0022450289,-0.0035279025,9999.2023145285,9999.1972863194
valid3541,887,22532,39890,-7279,-40456,0.0845546787,0.0225479143,9994.2077219492,9994.3547781377
valid3542,1229,55349,1,-31835,0,-0.0048820179,0.4637917006,9995.9166621667,0.4986872357
valid3543,763,14695,50544,-14244,-11518,-0.0235910878,-0.0078636959,9993.4473301623,9993.4544697252
valid3544,798,38352,26697,-40176,-35348,0,-0.0050125313,9993.741840895,9993.7272742483
valid3545,501,1,19308,0,-30565,0.3293413174,0.0079840319,0.4699740568,9990.0098333783
valid3546,530,35726,28301,-21887,-43308,-0.0075471698,0.0075471698,9990.5709969564,9990.5555686235
valid3547,657,32577,28219,-29697,-32903,-0.0106544901,-0.00152207,9992.3919970047,9992.3910003616
valid3548,530,24696,35428,-47714,-43561,0.0113207547,0.0018867925,9990.5515572835,9990.5725572037
valid3549,4339,117329,157992,-37908,-12556,0.0025351463,0.0078359069,9998.8482209596,9998.8394191211
valid3550,1556,76519,31545,-63307,-110100,-0.0051413882,0.0199228792,9996.7927125278,9996.7923098416
valid3551,704,20775,70449,-65699,-49102,0.0127840909,-0.0014204545,9992.9016917013,9992.9053579475
valid3552,681,1,52573,0,-28788,0.4948604993,-0.0014684288,0.4999735848,9992.6652149656
valid3553,825,7,18296,1,-13759,5.0436363636,-0.0024242424,1.2935406383,9993.9472414175
valid3554,6938,26642,1,-73464,0,0.005332949,0.218074373,9999.2759947969,0.4129381804
valid3555,7345,38188,110603,-54656,-32800,-0.0021783526,-0.0024506467,9999.3204068598,9999.317916343
valid3556,5555,26259,1,-46506,0,-0.00090009,0.4347434743,9999.1009986447,0.4957232957
valid3557,3155,16,58215,1,-51805,9.0136291601,0.0082408875,4.8394317339,9998.4082604464
valid3558,5474,28113,35377,-35981,-35030,-0.0012787724,0,9999.090174294,9999.0844141684
valid3559,2103,158615,32621,-12492,-40420,-0.0133143129,-0.0019020447,9997.6167536109,9997.6097605097
valid3560,1116,40803,43178,-30155,-10223,0.0053763441,-0.0215053763,9995.5016812657,9995.5177578177
valid3561,3690,3,73633,1,-21839,2.9655826558,-0.0029810298,0.2595749064,9998.6462730455
valid3562,1403,31416,32714,-143826,-29685,-0.0163934426,0.0121168924,9996.4443380923,9996.4536440402
valid3563,675,36368,40460,-35455,-26460,-0.0133333333,0.0044444444,9992.5666887668,9992.5955921437
valid3564,563,21,15835,1,-30761,13.1136767318,-0.0071047957,5.7741268767,9991.1167078171
valid3565,573,31045,37799,-10340,-45040,-0.0122164049,-0.0104712042,9991.276628902,9991.2414362749
valid3566,7228,1,50326,0,-51645,0.4533757609,-0.0012451577,0.4978214342,9999.3045470195
valid3567,1356,27319,38609,-42280,-50785,-0.0036873156,-0.0073746313,9996.2971315836,9996.321627901
valid3568,4962,31261,42848,-12917,-18685,0.0060459492,-0.0060459492,9998.9736213884,9998.9895724486
valid3569,2212,46452,10626,-105689,-15978,0.0058770344,0.003164557,9997.73668598,9997.7602848298
valid3570,1094,7,22710,1,-45681,4.3793418647,0,1.7229425974,9995.4273052544
valid3571,3782,16081,6,-38081,1,0.0079323109,4.4214701216,9998.6646179208,1.1233044837
valid3572,509,49659,25353,-26079,-30212,-0.0157170923,-0.0117878193,9990.1580554188,9990.1757026394
valid3573,632,22282,15793,-33803,-15114,-0.0063291139,0,9992.085777746,9992.1476545335
valid3574,957,40467,33448,-20907,-12422,0.1044932079,-0.012539185,9994.7966006492,9994.7761129718
valid3575,3761,35127,1,-36490,0,-0.0031906408,0.2260037224,9998.6650402741,0.4182416047
valid3576,1495,23998,22,-15613,1,-0.0033444816,9.9371237458,9996.6401645714,5.1768774328
valid3577,2803,7327,77852,-159442,-18265,-0.0010702818,-0.0071352123,9998.2150014631,9998.2132387306
valid3578,1671,32534,1,-15332,0,-0.0047875524,0.1944943148,9996.9985703359,0.3958109098
valid3579,2042,384849,32513,-883,-35785,0.3506366308,-0.0200783546,9997.5229799702,9997.5642217179
valid3580,3224,18958,42431,-14317,-30620,0.0009305211,-0.0096153846,9998.4523308408,9998.4514233756
valid3581,5692,1,3,0,1,0.6516163036,1.8935347857,0.4764582841,0.5166724986
valid3582,4199,50443,86591,-13249,-87561,-0.0116694451,-0.0045248869,9998.8050711463,9998.8100716055
valid3583,3696,33403,28870,-43249,-18160,0.0024350649,0.0197510823,9998.6512620347,9998.6151533195
valid3584,907,28875,46964,-22474,-42005,0,0.0055126792,9994.4825020063,9994.4898023366
valid3585,218,40298,4,-18145,1,0.0091743119,2.8348623853,9976.9909976349,1.2267190632
valid3586,4507,18,12485,1,-18757,12.1213667628,-0.0406035057,4.7106329356,9998.8778264036
valid3587,675,44182,43763,-27249,-39450,-0.0162962963,0.0088888889,9992.5736902607,9992.5915124524
valid3588,723,12,1,1,0,5.7593360996,0.6237897649,3.5826777968,0.4844337871
valid3589,4640,48806,68453,-49742,-2245,0.0090517241,0.1801724138,9998.9261671677,9998.8778556318
valid3590,2874,49194,7564,-28816,-18091,-0.0052192067,-0.0929018789,9998.2607109727,9998.165248076
valid3591,3041,27691,12366,-75420,-29526,0.0042749096,-0.0029595528,9998.3524904439,9998.3611976626
valid3592,3749,33227,20889,-51549,-28516,0.001333689,0.0002667378,9998.6754297602,9998.6607634431
valid3593,638,1,40105,0,-22270,0.1943573668,0.0188087774,0.395705169,9992.1707225639
valid3594,564,20322,30525,-12921,-20381,-0.0124113475,0.0053191489,9991.1446671783,9991.145390875
valid3595,2664,1,25661,0,-45836,0.7867867868,0.0048798799,0.4095770244,9998.1274732358
valid3596,537,1,1,0,0,0.5754189944,0.4618249534,0.4942792483,0.4985405358
valid3597,7337,4,37862,1,-19110,2.8185907046,-0.0008177729,0.5725948183,9999.321047634
valid3598,1285,1,31580,0,-43980,0.3789883268,0.0023346304,0.4851352131,9996.0992945164
valid3599,66,22749,51033,-25117,-6474,0.0606060606,0.0606060606,9923.9444425771,9923.8301087146
valid3600,1114,8,62023,1,-6549,4.5502692998,-0.0008976661,1.5853019125,9995.5000983611
valid3601,3755,13026,31868,-32638,-29479,0.003195739,0,9998.6687346351,9998.666086613
valid3602,4884,1,22028,0,-22661,0.5974610975,0.0085995086,0.490409354,9998.9708289982
valid3603,662,7269,33647,-97691,-36141,-0.0090634441,0,9992.4592731821,9992.4572898173
valid3604,2353,11548,13860,-63226,-57768,0.0025499363,0.0667233319,9997.8746287082,9997.9363647697
valid3605,1139,126399,1,-19562,0,-0.0079016681,0.6611062335,9995.607438296,0.4733336894
valid3606,2354,7,42904,1,-31744,3.5836873407,-0.0008496177,2.2440342504,9997.8775219506
valid3607,2006,88004,1,-34643,0,0.0054835494,0.387337986,9997.5096434192,0.4871419409
valid3608,4616,34621,22359,-65621,-33378,-0.0034662045,-0.0043327556,9998.9081101673,9998.9192924042
valid3609,1462,14755,80004,-32694,-18675,-0.0369357045,-0.023255814,9996.6434598695,9996.5834880963
valid3610,3085,140848,55780,-32317,-217767,-0.005834684,-0.0009724473,9998.3873617672,9998.3728565505
valid3611,2452,45113,6,-18311,1,-0.1105220228,4.5905383361,9997.9849804483,0.9150055245
valid3612,4109,33340,22,-34966,1,0.0043806279,12.5831102458,9998.7820384097,6.4080228494
valid3613,1045,3,34851,1,-20630,2.0220095694,-0.0535885167,0.7218356318,9995.2421080753
valid3614,3580,73424,37195,-78576,-8181,-0.0103351955,-0.0494413408,9998.6180058261,9998.6288892464
valid3615,3340,52110,44922,-14182,-76091,-0.0020958084,0.0056886228,9998.4960643188,9998.5036192831
valid3616,214,41162,6,-23132,1,0.0186915888,3.6962616822,9976.6065199474,1.3100207057
valid3617,601,17694,30481,-178681,-39182,-0.0116472546,-0.0299500832,9991.6849861985,9991.6659379409
valid3618,1224,16707,39713,-46608,-35072,0.0057189542,-0.0040849673,9995.9153764527,9995.9137719581
valid3619,3540,1,1,0,0,0.3491525424,0.488700565,0.4767022598,0.4998723065
valid3620,530,23355,20701,-25134,-38861,0.0018867925,-0.0169811321,9990.5684025313,9990.5806604859
valid3621,2314,61848,1723,-32477,-69344,0.0012964564,-0.0103716508,9997.8350071484,9997.8408728236
valid3622,7596,24,39303,1,-102031,14.4271985255,-0.0059241706,7.9691574099,9999.3451581716
valid3623,3209,72669,27019,-27102,-42278,-0.0433156747,-0.0221252727,9998.461931343,9998.4823509547
valid3624,684,30624,45266,-24293,-9341,-0.0014619883,0,9992.6811965364,9992.6692867164
valid3625,2306,46429,45425,-63643,-27869,0.0021682567,-0.0164787511,9997.8280928268,9997.8342291182
valid3626,5969,31118,52087,-38519,-12638,0.0011727257,-0.0325012565,9999.1662280071,9999.1805536233
valid3627,1440,10475,5,-21543,1,0.0006944444,3.6069444444,9996.5291348422,1.1154005744
valid3628,5477,17111,18068,-18709,-15040,-0.0051122877,-0.0104071572,9999.0949249344,9999.0929608031
valid3629,2667,9140,33694,-23184,-50450,0.0108736408,-0.0048743907,9998.1404418132,9998.1356149724
valid3630,6358,37589,32228,-39462,-104210,-0.0078641082,-0.0026737968,9999.2152632296,9999.2139328589
valid3631,1815,29244,1,-34273,0,0.0033057851,0.3278236915,9997.2427084617,0.4694201943
valid3632,1886,37191,1,-25016,0,-0.0031813362,0.4984093319,9997.3632630909,0.4999974698
valid3633,3633,31041,8,-150784,1,0.0104596752,5.0743187448,9998.6277020635,1.5321074162
valid3634,774,32070,19543,-3775,-35099,-0.1266149871,0.0167958656,9993.579188762,9993.5390498075
valid3635,530,23821,32170,-34882,-38149,0.0075471698,-0.0056603774,9990.5598609784,9990.5727436044
valid3636,5234,27,40890,1,-28217,6.5783339702,-0.0007642339,6.3980852939,9999.0455861895
valid3637,5966,28392,1,-18466,0,0.0065370432,0.8147837747,9999.158109237,0.3884728757
valid3638,717,30500,41297,-32384,-19600,0,-0.0139470014,9993.0256751921,9993.0205689699
valid3639,2114,30129,12,-45600,1,-0.0113528855,6.2984862819,9997.6416697788,2.8313235717
valid3640,2165,44220,8,-36995,1,-0.0092378753,3.9939953811,9997.6714906994,0.8652709036
valid3641,1968,1,17,0,1,0.3282520325,7.3104674797,0.4695770817,4.4525105032
valid3642,5817,46256,51659,-40295,-17199,-0.0075640364,0.0008595496,9999.1362051346,9999.1317115989
valid3643,6825,72494,73513,-31841,-57134,0.0077655678,-0.0042490842,9999.2615189344,9999.2596723384
valid3644,530,27565,50966,-20034,-16722,-0.0037735849,0.0283018868,9990.5632810009,9990.5646816228
valid3645,667,120785,6,-20431,1,0.0059970015,2.0584707646,9992.5037117206,0.6781220653
valid3646,1187,3,28007,1,-37366,1.4102780118,-0.0117944398,0.6287111274,9995.7836950407
valid3647,907,37528,53288,-42799,-60480,0.01323043,-0.0110253583,9994.4960489337,9994.4677200738
valid3648,1812,6,28432,1,-80618,2.2030905077,0.039183223,1.7597509314,9997.2543284788
valid3649,3311,23403,43412,-31394,-48660,-0.0555723346,-0.0474176986,9998.5321151556,9998.5303389628
valid3650,1998,37348,33971,-30149,-49335,-0.009009009,-0.001001001,9997.4985688197,9997.486759156
valid3651,5349,1,51715,0,-24100,0.961114227,0.0304729856,0.1933227087,9999.0530221652
valid3652,880,31957,8082,-12492,-22672,-0.0045454545,-0.1613636364,9994.3096356457,9994.2391420512
valid3653,515,1,22,0,1,0.7378640777,17.3883495146,0.4397961807,2.5145518611
valid3654,740,9519,31508,-14684,-19162,0.0459459459,-0.0148648649,9993.4020259341,9993.2376373629
valid3655,2874,214748,14092,-6531,-23310,-0.1492693111,0.0086986778,9998.3567903752,9998.2518294981
valid3656,2596,74436,22635,-22959,-37518,0.0092449923,0.0057781202,9998.0802201864,9998.0767971314
valid3657,6005,7,16577,1,-16787,4.3553705246,-0.0011656953,2.562512015,9999.2543232637
valid3658,708,115884,18919,-5817,-46836,-0.1694915254,-0.0042372881,9992.9980534156,9992.9293163018
valid3659,503,148207,42840,-20092,-21121,0.013916501,-0.0059642147,9990.0541158882,9990.0537158959
valid3660,909,24582,38625,-27061,-8650,0.0242024202,-0.0077007701,9994.5004252183,9994.4861698149
valid3661,3516,40761,15558,-40900,-21743,0.0011376564,-0.0019908987,9998.5729022082,9998.5737791108
valid3662,4685,33787,29639,-45877,-45183,0.0017075774,0.0034151547,9998.9341698811,9998.9355346578
valid3663,1269,34719,35352,-28192,-36688,0.0007880221,0.0055161545,9996.063434353,9996.0639737285
valid3664,4027,18,27378,1,-20409,7.1676185746,0.0437049913,5.6834783683,9998.8089058256
valid3665,5451,1,31,0,1,0.3698403963,14.5767749037,0.4827613049,9.3342762945
valid3666,812,49167,47585,-52171,-59315,0.0086206897,0.0110837438,9993.8254615456,9993.8482276679
valid3667,741,58621,1,-24739,0,-0.0215924426,0.701754386,9993.2564186249,0.4574878881
valid3668,530,20426,31144,-34609,-40448,-0.0169811321,-0.0132075472,9990.5625517141,9990.5639859034
valid3669,2327,29239,35253,-50146,-42958,-0.0051568543,-0.0025784272,9997.8360873167,9997.8534296458
valid3670,2949,235915,30695,-2504,-32525,-0.019328586,-0.007799254,9998.2998622229,9998.3070163855
valid3671,907,19360,20034,-28486,-24661,0.0011025358,0.0088202867,9994.4737572106,9994.4810257744
valid3672,7170,43988,1,-61413,0,-0.0005578801,0.4757322176,9999.3004303,0.4994107275
valid3673,540,10787,1,-19254,0,-0.0055555556,0.2222222222,9990.71832039,0.4157397096
valid3674,907,38547,45504,-33457,-46857,-0.0055126792,-0.0099228225,9994.4835006263,9994.4870248376
valid3675,918,6,38226,1,-16261,1.8093681917,0.0446623094,1.560556655,9994.5291672886
valid3676,3265,9,125382,1,-16884,4.0698315467,-0.0033690658,2.3652718655,9998.4751630233
valid3677,4753,11433,44125,-18721,-42584,0.0014727541,-0.009678098,9998.9629542322,9998.9475584155
valid3678,2429,18912,1,-15859,0,0.0020584603,0.3746397695,9997.9391239711,0.4840297642
valid3679,1354,5487,25995,-30323,-59553,-0.0073855244,-0.011816839,9996.2978766021,9996.3120330843
valid3680,2380,56485,92622,-36352,-39179,-0.0029411765,-0.0050420168,9997.9006271313,9997.9016434572
valid3681,4981,32498,26506,-35807,-36499,0.0016061032,-0.0180686609,9999.0022627535,9999.003368489
valid3682,3418,16265,19837,-36253,-26491,0.058221182,-0.0696313634,9998.5877424563,9998.5969166853
