SampleID,A->B,B->A,A-B or A|B
valid409,0.670412,0.010462,0.319126
valid410,0.105438,0.886572,0.007990
valid411,0.261465,0.200698,0.537836
valid412,0.153118,0.045590,0.801292
valid413,0.392221,0.162020,0.445759
valid414,0.079461,0.181314,0.739225
valid415,0.620084,0.360882,0.019035
valid416,0.386026,0.122643,0.491331
valid417,0.102262,0.182059,0.715679
valid418,0.015568,0.725325,0.259107
valid419,0.089558,0.795952,0.114489
valid420,0.117373,0.521102,0.361525
valid421,0.490578,0.080837,0.428584
valid422,0.086233,0.081627,0.832140
valid423,0.275801,0.267328,0.456870
valid424,0.082547,0.157053,0.760399
valid425,0.093319,0.687664,0.219016
valid426,0.233700,0.673029,0.093271
valid427,0.245629,0.262640,0.491731
valid428,0.756856,0.141951,0.101193
valid429,0.223639,0.122832,0.653529
valid430,0.113201,0.014935,0.871864
valid431,0.222295,0.113615,0.664089
valid432,0.266925,0.287003,0.446072
valid433,0.151021,0.703280,0.145699
valid434,0.528070,0.157767,0.314163
valid435,0.199100,0.139801,0.661098
valid436,0.085575,0.082944,0.831481
valid437,0.166451,0.133925,0.699624
valid438,0.130431,0.368717,0.500852
valid439,0.497207,0.300464,0.202329
valid440,0.133249,0.285626,0.581125
valid441,0.048916,0.710690,0.240393
valid442,0.885544,0.035555,0.078902
valid443,0.043069,0.065323,0.891608
valid444,0.216507,0.693274,0.090219
valid445,0.044938,0.011422,0.943639
valid446,0.674715,0.126198,0.199087
valid447,0.784466,0.093627,0.121907
valid448,0.137640,0.162654,0.699705
valid449,0.127964,0.628706,0.243330
valid450,0.329503,0.076069,0.594428
valid451,0.174384,0.710227,0.115388
valid452,0.078275,0.873699,0.048027
valid453,0.029444,0.444942,0.525614
valid454,0.019401,0.805362,0.175237
valid455,0.086720,0.432645,0.480635
valid456,0.279921,0.539352,0.180727
valid457,0.206146,0.292606,0.501249
valid458,0.835543,0.100675,0.063782
valid459,0.265375,0.587542,0.147082
valid460,0.046331,0.777265,0.176404
valid461,0.034958,0.208805,0.756236
valid462,0.056450,0.263201,0.680349
valid463,0.516724,0.225537,0.257739
valid464,0.658809,0.052975,0.288216
valid465,0.133308,0.594119,0.272573
valid466,0.048026,0.019369,0.932605
valid467,0.844188,0.029625,0.126186
valid468,0.212746,0.118210,0.669044
valid469,0.024626,0.609654,0.365721
valid470,0.478045,0.069692,0.452263
valid471,0.933351,0.018734,0.047916
valid472,0.261597,0.402791,0.335613
valid473,0.150486,0.221803,0.627712
valid474,0.140838,0.676177,0.182985
valid475,0.133576,0.347870,0.518555
valid476,0.017780,0.683799,0.298421
valid477,0.031402,0.895584,0.073014
valid478,0.248817,0.546279,0.204904
valid479,0.084877,0.348498,0.566625
valid480,0.036057,0.708461,0.255482
valid481,0.067628,0.250230,0.682142
valid482,0.138848,0.040016,0.821136
valid483,0.420791,0.497951,0.081258
valid484,0.086712,0.051655,0.861634
valid485,0.282771,0.478186,0.239043
valid486,0.044605,0.943267,0.012127
valid487,0.195478,0.478854,0.325668
valid488,0.541136,0.002646,0.456219
valid489,0.276820,0.522769,0.200411
valid490,0.006962,0.362996,0.630042
valid491,0.567735,0.027896,0.404369
valid492,0.165146,0.269182,0.565672
valid493,0.280745,0.405200,0.314056
valid494,0.238188,0.740400,0.021412
valid495,0.155594,0.776889,0.067516
valid496,0.358774,0.096940,0.544287
valid497,0.456703,0.048447,0.494849
valid498,0.357104,0.176025,0.466871
valid499,0.670539,0.156002,0.173459
valid500,0.069554,0.711007,0.219439
valid501,0.177889,0.005877,0.816233
valid502,0.150999,0.149914,0.699087
valid503,0.131233,0.816908,0.051859
valid504,0.403410,0.476279,0.120311
valid505,0.524649,0.060358,0.414993
valid506,0.260664,0.210738,0.528598
valid507,0.030461,0.648391,0.321148
valid508,0.159647,0.531830,0.308524
valid509,0.143550,0.214576,0.641874
valid510,0.239124,0.036897,0.723979
valid511,0.043270,0.474506,0.482225
valid512,0.066158,0.087095,0.846747
valid513,0.317701,0.551660,0.130640
valid514,0.511960,0.296584,0.191456
valid515,0.039693,0.712644,0.247663
valid516,0.597794,0.399589,0.002617
valid517,0.122604,0.820813,0.056583
valid518,0.352089,0.509646,0.138265
valid519,0.264466,0.628386,0.107148
valid520,0.009717,0.340290,0.649993
valid521,0.794319,0.099206,0.106475
valid522,0.651102,0.334992,0.013906
valid523,0.599419,0.316273,0.084308
valid524,0.433069,0.565685,0.001245
valid525,0.535469,0.191729,0.272802
valid526,0.137308,0.629362,0.233330
valid527,0.008810,0.972531,0.018660
valid528,0.005615,0.647500,0.346885
valid529,0.133212,0.368730,0.498058
valid530,0.893934,0.021144,0.084922
valid531,0.115664,0.028042,0.856294
valid532,0.746759,0.030993,0.222248
valid533,0.623827,0.069969,0.306204
valid534,0.472695,0.335696,0.191609
valid535,0.502225,0.248359,0.249416
valid536,0.420531,0.347931,0.231538
valid537,0.816111,0.155951,0.027938
valid538,0.139809,0.709005,0.151186
valid539,0.285075,0.587689,0.127236
valid540,0.175128,0.292589,0.532283
valid541,0.048081,0.008805,0.943114
valid542,0.695473,0.271813,0.032715
valid543,0.480638,0.126689,0.392673
valid544,0.621464,0.163163,0.215373
valid545,0.068828,0.045041,0.886131
valid546,0.561704,0.004366,0.433930
valid547,0.048095,0.686771,0.265134
valid548,0.156706,0.309548,0.533746
valid549,0.178255,0.531878,0.289867
valid550,0.009414,0.233144,0.757442
valid551,0.011235,0.846447,0.142318
valid552,0.168903,0.513159,0.317937
valid553,0.457813,0.316692,0.225496
valid554,0.002629,0.004944,0.992427
valid555,0.187186,0.585930,0.226884
valid556,0.167860,0.158076,0.674064
valid557,0.049171,0.180245,0.770584
valid558,0.136294,0.358145,0.505561
valid559,0.086388,0.050575,0.863037
valid560,0.451356,0.471952,0.076692
valid561,0.065259,0.709197,0.225544
valid562,0.339649,0.592058,0.068293
valid563,0.518519,0.306811,0.174670
valid564,0.255247,0.192480,0.552273
valid565,0.007804,0.356582,0.635614
valid566,0.077050,0.644585,0.278365
valid567,0.377843,0.314765,0.307392
valid568,0.632075,0.138706,0.229218
valid569,0.648916,0.059340,0.291744
valid570,0.182037,0.221268,0.596695
valid571,0.793366,0.107334,0.099300
valid572,0.064357,0.012201,0.923442
valid573,0.274388,0.422898,0.302713
valid574,0.290579,0.595977,0.113444
valid575,0.492586,0.185431,0.321983
valid576,0.369689,0.376426,0.253884
valid577,0.012532,0.798963,0.188505
valid578,0.755822,0.129492,0.114687
valid579,0.287078,0.327275,0.385647
valid580,0.188392,0.047329,0.764279
valid581,0.298567,0.680787,0.020647
valid582,0.371097,0.096455,0.532448
valid583,0.142272,0.800709,0.057018
valid584,0.150213,0.265909,0.583878
valid585,0.467327,0.529043,0.003630
valid586,0.200063,0.277171,0.522766
valid587,0.204807,0.673059,0.122134
valid588,0.192269,0.273888,0.533843
valid589,0.282131,0.488663,0.229206
valid590,0.046223,0.376786,0.576991
valid591,0.049275,0.942111,0.008614
valid592,0.126190,0.785247,0.088562
valid593,0.063924,0.139059,0.797018
valid594,0.145054,0.476251,0.378695
valid595,0.692120,0.174237,0.133643
valid596,0.108928,0.274729,0.616343
valid597,0.272852,0.698473,0.028676
valid598,0.610141,0.097955,0.291904
valid599,0.031739,0.189310,0.778951
valid600,0.716721,0.023312,0.259967
valid601,0.408181,0.068586,0.523232
valid602,0.426470,0.484505,0.089025
valid603,0.105688,0.278907,0.615405
valid604,0.640141,0.040375,0.319485
valid605,0.200851,0.559321,0.239828
valid606,0.441782,0.375664,0.182554
valid607,0.413312,0.317687,0.269001
valid608,0.148135,0.182460,0.669406
valid609,0.253298,0.575644,0.171057
valid610,0.527621,0.248982,0.223397
valid611,0.385236,0.117137,0.497626
valid612,0.373178,0.376578,0.250244
valid613,0.038971,0.856495,0.104534
valid614,0.298972,0.542208,0.158820
valid615,0.515597,0.357938,0.126464
valid616,0.224701,0.247334,0.527965
valid617,0.606838,0.032093,0.361069
valid618,0.209800,0.168371,0.621829
valid619,0.403709,0.436327,0.159964
valid620,0.013072,0.359593,0.627335
valid621,0.728671,0.129346,0.141983
valid622,0.190999,0.626020,0.182981
valid623,0.757630,0.015830,0.226539
valid624,0.952079,0.023533,0.024388
valid625,0.596875,0.117044,0.286081
valid626,0.488625,0.405537,0.105837
valid627,0.071741,0.393252,0.535007
valid628,0.103628,0.302949,0.593423
valid629,0.623665,0.184340,0.191996
valid630,0.482324,0.429227,0.088449
valid631,0.696008,0.044144,0.259848
valid632,0.280772,0.527424,0.191805
valid633,0.393489,0.106030,0.500481
valid634,0.483355,0.169245,0.347400
valid635,0.355524,0.510171,0.134305
valid636,0.549001,0.345747,0.105252
valid637,0.156898,0.732624,0.110479
valid638,0.241437,0.555838,0.202725
valid639,0.182127,0.726772,0.091101
valid640,0.085837,0.015215,0.898947
valid641,0.457736,0.229299,0.312965
valid642,0.551086,0.241106,0.207808
valid643,0.094779,0.512924,0.392298
valid644,0.270982,0.688173,0.040845
valid645,0.474997,0.457669,0.067335
valid646,0.287650,0.478528,0.233821
valid647,0.358305,0.614904,0.026791
valid648,0.716881,0.112753,0.170366
valid649,0.153087,0.408383,0.438530
valid650,0.226200,0.283850,0.489950
valid651,0.756080,0.049530,0.194390
valid652,0.563392,0.350674,0.085934
valid653,0.506653,0.400719,0.092627
valid654,0.311882,0.140977,0.547141
valid655,0.042455,0.465217,0.492328
valid656,0.135858,0.080057,0.784085
valid657,0.156834,0.289680,0.553486
valid658,0.088999,0.606691,0.304310
valid659,0.282064,0.474920,0.243016
valid660,0.315577,0.588463,0.095960
valid661,0.200874,0.051071,0.748054
valid662,0.435215,0.080362,0.484423
valid663,0.549637,0.160424,0.289939
valid664,0.665251,0.050160,0.284589
valid665,0.525574,0.026076,0.448350
valid666,0.785712,0.062957,0.151331
valid667,0.118234,0.249554,0.632213
valid668,0.068600,0.347204,0.584196
valid669,0.908681,0.026371,0.064948
valid670,0.319985,0.108302,0.571713
valid671,0.763371,0.224767,0.011862
valid672,0.096639,0.661804,0.241557
valid673,0.028985,0.058913,0.912102
valid674,0.387052,0.507699,0.105249
valid675,0.031374,0.238048,0.730579
valid676,0.753824,0.172067,0.074109
valid677,0.114028,0.183766,0.702206
valid678,0.317839,0.033490,0.648671
valid679,0.583398,0.305420,0.111182
valid680,0.310857,0.119792,0.569351
valid681,0.232119,0.752843,0.015038
valid682,0.229934,0.650827,0.119239
valid683,0.634722,0.352523,0.012755
valid684,0.079496,0.422820,0.497683
valid685,0.049220,0.066594,0.884186
valid686,0.616441,0.022207,0.361352
valid687,0.007544,0.167534,0.824922
valid688,0.619310,0.178912,0.201778
valid689,0.106225,0.854905,0.038869
valid690,0.540214,0.383829,0.075957
valid691,0.398217,0.253255,0.348528
valid692,0.126299,0.124578,0.749123
valid693,0.048861,0.559053,0.392087
valid694,0.757141,0.189831,0.053028
valid695,0.432586,0.435448,0.131967
valid696,0.901971,0.012419,0.085610
valid697,0.799801,0.156023,0.044176
valid698,0.002124,0.240133,0.757743
valid699,0.413034,0.559236,0.027730
valid700,0.073054,0.426949,0.499997
valid701,0.537416,0.085106,0.377478
valid702,0.530611,0.424066,0.045323
valid703,0.016609,0.449950,0.533441
valid704,0.136575,0.761805,0.101619
valid705,0.041720,0.253094,0.705186
valid706,0.090619,0.750021,0.159360
valid707,0.302355,0.350118,0.347527
valid708,0.939195,0.015231,0.045574
valid709,0.038891,0.789036,0.172073
valid710,0.222000,0.616588,0.161411
valid711,0.231594,0.145030,0.623376
valid712,0.408171,0.411554,0.180275
valid713,0.232106,0.492716,0.275178
valid714,0.724796,0.043097,0.232107
valid715,0.452789,0.259347,0.287863
valid716,0.661513,0.178325,0.160162
valid717,0.095164,0.054022,0.850815
valid718,0.533531,0.060388,0.406082
valid719,0.611200,0.199200,0.189600
valid720,0.251335,0.238924,0.509741
valid721,0.129791,0.568638,0.301571
valid722,0.333146,0.126818,0.540036
valid723,0.347293,0.035662,0.617044
valid724,0.470582,0.081927,0.447492
valid725,0.381489,0.551450,0.067061
valid726,0.359962,0.469873,0.170165
valid727,0.007238,0.394693,0.598069
valid728,0.120530,0.402027,0.477442
valid729,0.639008,0.012465,0.348527
valid730,0.788421,0.142014,0.069565
valid731,0.278865,0.356339,0.364795
valid732,0.028711,0.360480,0.610809
valid733,0.358911,0.200353,0.440736
valid734,0.512319,0.095979,0.391702
valid735,0.084346,0.811588,0.104066
valid736,0.156625,0.212344,0.631031
valid737,0.345360,0.224036,0.430604
valid738,0.648523,0.295807,0.055670
valid739,0.340222,0.358642,0.301137
valid740,0.363966,0.158616,0.477419
valid741,0.129848,0.733988,0.136165
valid742,0.261423,0.080133,0.658443
valid743,0.342683,0.193126,0.464191
valid744,0.432722,0.311749,0.255529
valid745,0.133250,0.856055,0.010695
valid746,0.001499,0.003020,0.995481
valid747,0.112501,0.683253,0.204246
valid748,0.170176,0.635810,0.194014
valid749,0.119746,0.126335,0.753919
valid750,0.679708,0.207933,0.112360
valid751,0.421390,0.197759,0.380851
valid752,0.294147,0.679370,0.026483
valid753,0.571737,0.184763,0.243500
valid754,0.268766,0.413017,0.318217
valid755,0.948256,0.011340,0.040405
valid756,0.549453,0.167297,0.283249
valid757,0.534021,0.355875,0.110104
valid758,0.007761,0.126033,0.866206
valid759,0.410851,0.182211,0.406938
valid760,0.226435,0.678592,0.094973
valid761,0.119555,0.448468,0.431977
valid762,0.281425,0.556625,0.161950
valid763,0.128746,0.016992,0.854262
valid764,0.954812,0.037865,0.007324
valid765,0.117660,0.095530,0.786810
valid766,0.141075,0.101415,0.757510
valid767,0.582689,0.170048,0.247263
valid768,0.412061,0.538688,0.049250
valid769,0.119061,0.084652,0.796287
valid770,0.400628,0.223067,0.376305
valid771,0.474029,0.414072,0.111899
valid772,0.429373,0.313961,0.256666
valid773,0.532526,0.371667,0.095807
valid774,0.197866,0.326332,0.475802
valid775,0.115137,0.392977,0.491886
valid776,0.838858,0.097370,0.063771
valid777,0.790549,0.103824,0.105627
valid778,0.823651,0.087639,0.088710
valid779,0.414632,0.329083,0.256285
valid780,0.485455,0.254986,0.259559
valid781,0.064323,0.796110,0.139568
valid782,0.073898,0.049905,0.876197
valid783,0.791953,0.072420,0.135626
valid784,0.641087,0.207281,0.151632
valid785,0.720625,0.033302,0.246073
valid786,0.055130,0.175186,0.769684
valid787,0.647453,0.323367,0.029180
valid788,0.237070,0.518289,0.244641
valid789,0.773734,0.123850,0.102416
valid790,0.075222,0.598912,0.325866
valid791,0.526321,0.219077,0.254602
valid792,0.590696,0.356298,0.053006
valid793,0.344891,0.507315,0.147793
valid794,0.098390,0.064594,0.837016
valid795,0.314928,0.115476,0.569596
valid796,0.225730,0.051446,0.722824
valid797,0.223732,0.019663,0.756604
valid798,0.669075,0.304333,0.026593
valid799,0.019142,0.315069,0.665788
valid800,0.652809,0.260262,0.086929
valid801,0.618564,0.246505,0.134931
valid802,0.226196,0.598698,0.175107
valid803,0.395499,0.310021,0.294480
valid804,0.716142,0.030359,0.253499
valid805,0.292094,0.194158,0.513749
valid806,0.527701,0.087006,0.385292
valid807,0.750761,0.079621,0.169619
valid808,0.167825,0.141032,0.691143
valid809,0.122069,0.027537,0.850394
valid810,0.681135,0.094301,0.224564
valid811,0.510861,0.073485,0.415655
valid812,0.019865,0.620115,0.360020
valid813,0.027081,0.015796,0.957123
valid814,0.259081,0.520024,0.220895
valid815,0.505132,0.328354,0.166513
valid816,0.438929,0.415107,0.145965
valid817,0.753690,0.157492,0.088818
valid818,0.719939,0.078167,0.201893
valid819,0.821825,0.004850,0.173325
valid820,0.326950,0.054239,0.618811
valid821,0.020910,0.380040,0.599050
valid822,0.666165,0.031278,0.302557
valid823,0.799843,0.017774,0.182383
valid824,0.376907,0.166278,0.456815
valid825,0.236652,0.564372,0.198975
valid826,0.066211,0.479616,0.454173
valid827,0.345384,0.338382,0.316235
valid828,0.162481,0.691683,0.145837
valid829,0.216707,0.140323,0.642971
valid830,0.129256,0.227443,0.643301
valid831,0.533964,0.374000,0.092036
valid832,0.492299,0.471911,0.035790
valid833,0.126393,0.073496,0.800111
valid834,0.609595,0.145967,0.244438
valid835,0.462736,0.047592,0.489671
valid836,0.197228,0.309351,0.493422
valid837,0.065129,0.469156,0.465716
valid838,0.497770,0.249759,0.252471
valid839,0.007288,0.282893,0.709819
valid840,0.650710,0.153322,0.195968
valid841,0.170445,0.427182,0.402372
valid842,0.087517,0.175705,0.736777
valid843,0.945726,0.037776,0.016498
valid844,0.145849,0.780001,0.074150
valid845,0.153947,0.688845,0.157208
valid846,0.328439,0.363341,0.308219
valid847,0.512538,0.067493,0.419969
valid848,0.128679,0.058096,0.813225
valid849,0.550781,0.442888,0.006331
valid850,0.531364,0.455298,0.013338
valid851,0.164132,0.026120,0.809748
valid852,0.164974,0.512987,0.322039
valid853,0.456003,0.451075,0.092922
valid854,0.613792,0.360627,0.025582
valid855,0.620777,0.013624,0.365600
valid856,0.306317,0.453257,0.240426
valid857,0.024856,0.268309,0.706835
valid858,0.075410,0.087779,0.836811
valid859,0.064742,0.453289,0.481969
valid860,0.340770,0.591026,0.068204
valid861,0.801786,0.185604,0.012611
valid862,0.108437,0.825560,0.066004
valid863,0.584697,0.146508,0.268795
valid864,0.807582,0.085925,0.106493
valid865,0.354461,0.440479,0.205060
valid866,0.219458,0.755617,0.024925
valid867,0.011058,0.986895,0.002047
valid868,0.450471,0.540232,0.009297
valid869,0.586040,0.243252,0.170708
valid870,0.343565,0.460480,0.195956
valid871,0.247113,0.011742,0.741145
valid872,0.647352,0.207679,0.144968
valid873,0.818704,0.051200,0.130096
valid874,0.535304,0.255937,0.208759
valid875,0.275645,0.635753,0.088602
valid876,0.345441,0.561699,0.092860
valid877,0.050184,0.547515,0.402301
valid878,0.112318,0.496157,0.391525
valid879,0.206151,0.664084,0.129765
valid880,0.256709,0.247841,0.495450
valid881,0.514307,0.185566,0.300127
valid882,0.505146,0.204828,0.290026
valid883,0.127724,0.062499,0.809777
valid884,0.169300,0.497096,0.333603
valid885,0.175841,0.592236,0.231923
valid886,0.642645,0.297438,0.059917
valid887,0.094557,0.800429,0.105014
valid888,0.369251,0.131612,0.499137
valid889,0.077502,0.544331,0.378167
valid890,0.117886,0.276826,0.605288
valid891,0.351386,0.195504,0.453110
valid892,0.222158,0.239863,0.537980
valid893,0.751466,0.205740,0.042794
valid894,0.031351,0.904866,0.063783
valid895,0.529138,0.084695,0.386167
valid896,0.199305,0.219035,0.581660
valid897,0.275602,0.384699,0.339699
valid898,0.211148,0.393525,0.395326
valid899,0.144400,0.230806,0.624794
valid900,0.278195,0.224137,0.497668
valid901,0.139340,0.043697,0.816963
valid902,0.889016,0.086326,0.024658
valid903,0.045069,0.567261,0.387670
valid904,0.372547,0.285745,0.341708
valid905,0.786484,0.002002,0.211514
valid906,0.403946,0.500696,0.095357
valid907,0.111865,0.840916,0.047219
valid908,0.190343,0.628796,0.180862
valid909,0.713457,0.163696,0.122847
valid910,0.243883,0.456374,0.299743
valid911,0.534212,0.158133,0.307654
valid912,0.087548,0.674749,0.237703
valid913,0.299636,0.411538,0.288826
valid914,0.129648,0.337610,0.532742
valid915,0.175087,0.580582,0.244331
valid916,0.303424,0.284850,0.411726
valid917,0.019641,0.195181,0.785179
valid918,0.317435,0.339157,0.343408
valid919,0.112686,0.134414,0.752899
valid920,0.493658,0.200726,0.305615
valid921,0.022175,0.744339,0.233486
valid922,0.491682,0.018155,0.490163
valid923,0.113149,0.320041,0.566810
valid924,0.060279,0.232009,0.707711
valid925,0.048447,0.075308,0.876245
valid926,0.142786,0.842983,0.014231
valid927,0.411878,0.066711,0.521411
valid928,0.200461,0.215857,0.583682
valid929,0.332339,0.268583,0.399078
valid930,0.686464,0.228683,0.084853
valid931,0.161469,0.445365,0.393165
valid932,0.517718,0.395250,0.087033
valid933,0.425212,0.437098,0.137690
valid934,0.568554,0.394969,0.036477
valid935,0.032180,0.686020,0.281799
valid936,0.029960,0.830566,0.139474
valid937,0.284841,0.285337,0.429822
valid938,0.392764,0.424116,0.183121
valid939,0.564171,0.183331,0.252498
valid940,0.219894,0.007866,0.772240
valid941,0.441567,0.143042,0.415391
valid942,0.559413,0.032271,0.408316
valid943,0.557432,0.174233,0.268335
valid944,0.591211,0.129374,0.279415
valid945,0.006177,0.574441,0.419382
valid946,0.078136,0.686128,0.235736
valid947,0.866802,0.125629,0.007569
valid948,0.619181,0.025906,0.354913
valid949,0.477362,0.268834,0.253804
valid950,0.231323,0.269297,0.499380
valid951,0.720503,0.268636,0.010861
valid952,0.127491,0.369399,0.503110
valid953,0.528333,0.196286,0.275380
valid954,0.224167,0.680747,0.095086
valid955,0.700404,0.067641,0.231955
valid956,0.411209,0.556518,0.032273
valid957,0.249722,0.286475,0.463803
valid958,0.504398,0.152304,0.343298
valid959,0.515541,0.439045,0.045413
valid960,0.077612,0.015235,0.907153
valid961,0.541371,0.365129,0.093500
valid962,0.733487,0.024217,0.242296
valid963,0.001505,0.199848,0.798647
valid964,0.804872,0.022347,0.172780
valid965,0.549079,0.379907,0.071014
valid966,0.130224,0.581032,0.288745
valid967,0.422199,0.546275,0.031526
valid968,0.092600,0.344481,0.562919
valid969,0.350392,0.646632,0.002976
valid970,0.635079,0.178328,0.186593
valid971,0.489734,0.259855,0.250411
valid972,0.052149,0.054780,0.893071
valid973,0.326939,0.595423,0.077638
valid974,0.370871,0.193236,0.435893
valid975,0.310377,0.258055,0.431567
valid976,0.297358,0.697337,0.005305
valid977,0.624445,0.319929,0.055626
valid978,0.055261,0.119645,0.825094
valid979,0.469832,0.441911,0.088256
valid980,0.202683,0.045131,0.752186
valid981,0.342531,0.410799,0.246670
valid982,0.598399,0.070526,0.331075
valid983,0.752861,0.069452,0.177687
valid984,0.505394,0.365513,0.129093
valid985,0.157758,0.516856,0.325387
valid986,0.461301,0.173393,0.365306
valid987,0.563003,0.306986,0.130011
valid988,0.008439,0.309175,0.682385
valid989,0.569159,0.150532,0.280309
valid990,0.286534,0.104937,0.608530
valid991,0.307845,0.299464,0.392691
valid992,0.165341,0.358292,0.476367
valid993,0.064646,0.380600,0.554754
valid994,0.435325,0.168390,0.396285
valid995,0.492705,0.439203,0.068092
valid996,0.351421,0.559570,0.089009
valid997,0.027738,0.571941,0.400321
valid998,0.195110,0.389483,0.415406
valid999,0.194280,0.745093,0.060628
valid1000,0.236997,0.731001,0.032002
valid1001,0.802507,0.021193,0.176301
valid1002,0.570567,0.075503,0.353930
valid1003,0.435445,0.118659,0.445896
valid1004,0.047743,0.066234,0.886023
valid1005,0.450370,0.299575,0.250055
valid1006,0.558692,0.072839,0.368469
valid1007,0.205898,0.045400,0.748702
valid1008,0.039437,0.437854,0.522709
valid1009,0.105737,0.412870,0.481394
valid1010,0.115459,0.169343,0.715199
valid1011,0.363273,0.203668,0.433059
valid1012,0.477347,0.418729,0.103924
valid1013,0.042962,0.180085,0.776953
valid1014,0.217008,0.273324,0.509668
valid1015,0.619398,0.076087,0.304515
valid1016,0.339935,0.414726,0.245339
valid1017,0.050226,0.641527,0.308247
valid1018,0.205306,0.103754,0.690940
valid1019,0.418492,0.083278,0.498230
valid1020,0.761093,0.126175,0.112732
valid1021,0.010955,0.259034,0.730011
valid1022,0.108066,0.610772,0.281162
valid1023,0.123130,0.265194,0.611676
valid1024,0.720435,0.143091,0.136473
valid1025,0.202156,0.169169,0.628675
valid1026,0.337965,0.340371,0.321664
valid1027,0.757562,0.147757,0.094682
valid1028,0.798517,0.132974,0.068509
valid1029,0.046079,0.575595,0.378326
valid1030,0.530773,0.321099,0.148128
valid1031,0.046682,0.110187,0.843131
valid1032,0.128251,0.821754,0.049996
valid1033,0.306197,0.124783,0.569020
valid1034,0.084239,0.110447,0.805314
valid1035,0.508330,0.201330,0.290340
valid1036,0.507207,0.418144,0.074649
valid1037,0.575441,0.345975,0.078584
valid1038,0.294809,0.064486,0.640705
valid1039,0.620971,0.050647,0.328383
valid1040,0.241457,0.043694,0.714849
valid1041,0.181301,0.113027,0.705672
valid1042,0.506222,0.449075,0.044703
valid1043,0.825426,0.165607,0.008967
valid1044,0.441985,0.243769,0.314247
valid1045,0.091383,0.128036,0.780580
valid1046,0.260992,0.166029,0.572979
valid1047,0.249573,0.532352,0.218075
valid1048,0.115639,0.635122,0.249239
valid1049,0.324245,0.533672,0.142084
valid1050,0.954565,0.037511,0.007924
valid1051,0.105391,0.458557,0.436052
valid1052,0.054262,0.532055,0.413683
valid1053,0.784495,0.152343,0.063162
valid1054,0.584169,0.227679,0.188151
valid1055,0.330168,0.535553,0.134279
valid1056,0.293216,0.264082,0.442702
valid1057,0.040946,0.785895,0.173159
valid1058,0.014721,0.531600,0.453679
valid1059,0.519114,0.090380,0.390505
valid1060,0.070071,0.788968,0.140961
valid1061,0.033479,0.208686,0.757835
valid1062,0.313244,0.635518,0.051238
valid1063,0.128224,0.166679,0.705097
valid1064,0.389026,0.139865,0.471108
valid1065,0.368235,0.492118,0.139647
valid1066,0.603961,0.210251,0.185788
valid1067,0.236266,0.388314,0.375420
valid1068,0.136030,0.116525,0.747445
valid1069,0.412233,0.341627,0.246140
valid1070,0.712251,0.131143,0.156606
valid1071,0.118998,0.711501,0.169501
valid1072,0.757328,0.190315,0.052357
valid1073,0.249208,0.304500,0.446293
valid1074,0.428784,0.297028,0.274188
valid1075,0.387503,0.283862,0.328635
valid1076,0.151358,0.455579,0.393063
valid1077,0.275990,0.165726,0.558284
valid1078,0.427925,0.289004,0.283072
valid1079,0.577657,0.153997,0.268346
valid1080,0.674284,0.079079,0.246637
valid1081,0.149501,0.206117,0.644382
valid1082,0.779500,0.206586,0.013914
valid1083,0.390118,0.037204,0.572678
valid1084,0.048253,0.126617,0.825130
valid1085,0.376360,0.535771,0.087869
valid1086,0.019850,0.463883,0.516267
valid1087,0.290455,0.537542,0.172003
valid1088,0.056465,0.726310,0.217225
valid1089,0.216490,0.069855,0.713655
valid1090,0.644209,0.243955,0.111836
valid1091,0.429535,0.444061,0.126404
valid1092,0.006499,0.494879,0.498622
valid1093,0.172748,0.005486,0.821766
valid1094,0.614899,0.380765,0.004336
valid1095,0.100083,0.764800,0.135117
valid1096,0.052299,0.859761,0.087940
valid1097,0.525831,0.382199,0.091970
valid1098,0.082887,0.056834,0.860279
valid1099,0.043704,0.470975,0.485321
valid1100,0.433394,0.018421,0.548185
valid1101,0.350600,0.630674,0.018726
valid1102,0.559790,0.264677,0.175533
valid1103,0.194766,0.757613,0.047622
valid1104,0.305362,0.600675,0.093964
valid1105,0.425780,0.369191,0.205029
valid1106,0.145280,0.402186,0.452535
valid1107,0.401066,0.544659,0.054275
valid1108,0.303144,0.415162,0.281693
valid1109,0.090294,0.081076,0.828629
valid1110,0.304894,0.210957,0.484149
valid1111,0.174152,0.086711,0.739137
valid1112,0.056290,0.238441,0.705268
valid1113,0.171432,0.602658,0.225910
valid1114,0.043761,0.680290,0.275949
valid1115,0.103357,0.871217,0.025426
valid1116,0.212581,0.601007,0.186413
valid1117,0.583483,0.061120,0.355397
valid1118,0.231532,0.079045,0.689423
valid1119,0.161586,0.056443,0.781972
valid1120,0.947096,0.042773,0.010131
valid1121,0.004320,0.702580,0.293100
valid1122,0.432084,0.183424,0.384491
valid1123,0.039595,0.455872,0.504533
valid1124,0.533229,0.408062,0.058709
valid1125,0.325781,0.162136,0.512082
valid1126,0.168858,0.057404,0.773738
valid1127,0.787040,0.194208,0.018753
valid1128,0.085507,0.773647,0.140846
valid1129,0.289065,0.108835,0.602100
valid1130,0.924561,0.043844,0.031595
valid1131,0.265459,0.494892,0.239649
valid1132,0.126379,0.302550,0.571071
valid1133,0.699517,0.155128,0.145355
valid1134,0.675259,0.017717,0.307024
valid1135,0.206973,0.048217,0.744810
valid1136,0.057794,0.853710,0.088496
