SampleID,A->B,B->A,A-B,A|B
valid1086,0.092571,0.490024,0.372082,0.045322
valid1087,0.077312,0.167215,0.280161,0.475312
valid1088,0.205118,0.445241,0.106757,0.242885
valid1089,0.042673,0.207750,0.394832,0.354745
valid1090,0.314376,0.374213,0.005944,0.305467
valid1091,0.224861,0.035743,0.141032,0.598364
valid1092,0.274363,0.064690,0.651955,0.008992
valid1093,0.029013,0.346415,0.483397,0.141175
valid1094,0.253583,0.362446,0.194037,0.189934
valid1095,0.169500,0.342393,0.093622,0.394484
valid1096,0.003532,0.344075,0.469690,0.182702
valid1097,0.419516,0.415351,0.106489,0.058643
valid1098,0.289841,0.095100,0.447962,0.167098
valid1099,0.352963,0.326200,0.111294,0.209543
valid1100,0.110018,0.145573,0.649249,0.095160
valid1101,0.106402,0.278926,0.290112,0.324559
valid1102,0.401593,0.195939,0.143138,0.259330
valid1103,0.074617,0.378204,0.005801,0.541377
valid1104,0.209979,0.589168,0.026059,0.174795
valid1105,0.761104,0.069574,0.165646,0.003676
valid1106,0.040180,0.316564,0.536026,0.107230
valid1107,0.005173,0.589559,0.119942,0.285326
valid1108,0.387940,0.015787,0.149934,0.446340
valid1109,0.022926,0.776725,0.035911,0.164438
valid1110,0.036408,0.549100,0.004349,0.410144
valid1111,0.342445,0.398604,0.187654,0.071297
valid1112,0.267344,0.003224,0.474551,0.254882
valid1113,0.028102,0.453758,0.345355,0.172784
valid1114,0.175265,0.234547,0.011754,0.578434
valid1115,0.106682,0.044665,0.315584,0.533069
valid1116,0.165469,0.013575,0.695733,0.125224
valid1117,0.289797,0.115134,0.143900,0.451169
valid1118,0.121750,0.118684,0.488442,0.271124
valid1119,0.156851,0.021224,0.066115,0.755811
valid1120,0.306893,0.574377,0.058044,0.060686
valid1121,0.148134,0.482011,0.289084,0.080771
valid1122,0.242445,0.485065,0.122466,0.150024
valid1123,0.032917,0.340547,0.019235,0.607300
valid1124,0.107770,0.500148,0.254966,0.137116
valid1125,0.017847,0.568174,0.113775,0.300205
valid1126,0.156052,0.270878,0.420424,0.152647
valid1127,0.580067,0.105533,0.174652,0.139749
valid1128,0.721075,0.063345,0.160818,0.054762
valid1129,0.298695,0.020732,0.390646,0.289927
valid1130,0.278021,0.081976,0.194957,0.445046
valid1131,0.097173,0.650852,0.135456,0.116519
valid1132,0.511002,0.229998,0.221716,0.037284
valid1133,0.167855,0.278802,0.124341,0.429002
valid1134,0.125443,0.055096,0.725684,0.093777
valid1135,0.417931,0.182242,0.241196,0.158631
valid1136,0.619544,0.181520,0.094689,0.104247
valid1137,0.051293,0.383105,0.366374,0.199228
valid1138,0.225673,0.293618,0.333502,0.147208
valid1139,0.679935,0.009597,0.143650,0.166817
valid1140,0.413396,0.101144,0.004165,0.481294
valid1141,0.100311,0.247087,0.500854,0.151747
valid1142,0.335061,0.348255,0.055771,0.260913
valid1143,0.329321,0.088109,0.451200,0.131369
valid1144,0.057896,0.739402,0.026368,0.176334
valid1145,0.044384,0.037186,0.523364,0.395066
valid1146,0.093613,0.018607,0.795961,0.091818
valid1147,0.153404,0.295791,0.029453,0.521353
valid1148,0.068632,0.029293,0.266854,0.635221
valid1149,0.159127,0.339763,0.224226,0.276884
valid1150,0.126150,0.311961,0.502768,0.059121
valid1151,0.082349,0.633602,0.144225,0.139824
valid1152,0.002662,0.032216,0.400191,0.564930
valid1153,0.027551,0.265814,0.165280,0.541355
valid1154,0.173994,0.166158,0.490138,0.169710
valid1155,0.020813,0.390397,0.064920,0.523870
valid1156,0.426998,0.266918,0.155547,0.150537
valid1157,0.082991,0.622665,0.065632,0.228712
valid1158,0.303852,0.036220,0.446255,0.213673
valid1159,0.033403,0.511057,0.394168,0.061373
valid1160,0.292683,0.052106,0.287875,0.367336
valid1161,0.209691,0.045545,0.549054,0.195711
valid1162,0.299227,0.385760,0.272006,0.043007
valid1163,0.275993,0.286640,0.223575,0.213792
valid1164,0.126391,0.114010,0.736151,0.023448
valid1165,0.104266,0.526363,0.047857,0.321514
valid1166,0.223735,0.534316,0.215132,0.026818
valid1167,0.646216,0.113143,0.069516,0.171125
valid1168,0.502697,0.131782,0.151334,0.214187
valid1169,0.086506,0.146190,0.127573,0.639731
valid1170,0.487747,0.313749,0.053459,0.145045
valid1171,0.347320,0.006647,0.531277,0.114756
valid1172,0.830356,0.040188,0.070466,0.058990
valid1173,0.157078,0.227047,0.604259,0.011616
valid1174,0.302051,0.094235,0.309995,0.293719
valid1175,0.042557,0.025542,0.716563,0.215338
valid1176,0.153348,0.029998,0.686032,0.130622
valid1177,0.151343,0.144530,0.607852,0.096275
valid1178,0.433597,0.168732,0.359091,0.038579
valid1179,0.041396,0.308567,0.499772,0.150264
valid1180,0.077918,0.318317,0.388854,0.214910
valid1181,0.502909,0.133337,0.142145,0.221609
valid1182,0.250557,0.017614,0.642514,0.089316
valid1183,0.018091,0.626220,0.164577,0.191112
valid1184,0.174744,0.009637,0.717269,0.098351
valid1185,0.166060,0.373656,0.034903,0.425381
valid1186,0.381401,0.272701,0.294552,0.051346
valid1187,0.361977,0.458766,0.067395,0.111862
valid1188,0.331509,0.181125,0.125786,0.361579
valid1189,0.147400,0.351577,0.134455,0.366568
valid1190,0.095687,0.069288,0.356368,0.478658
valid1191,0.428222,0.236094,0.142137,0.193548
valid1192,0.052679,0.488417,0.095884,0.363020
valid1193,0.045986,0.124801,0.397499,0.431714
valid1194,0.000842,0.613457,0.346034,0.039667
valid1195,0.462434,0.254252,0.150724,0.132589
valid1196,0.190830,0.148288,0.631313,0.029569
valid1197,0.409120,0.011574,0.304244,0.275062
valid1198,0.330824,0.402551,0.150758,0.115867
valid1199,0.021620,0.287186,0.439963,0.251231
valid1200,0.187226,0.315350,0.244850,0.252575
valid1201,0.152855,0.049520,0.247779,0.549846
valid1202,0.105749,0.117513,0.657846,0.118892
valid1203,0.094466,0.040797,0.640411,0.224326
valid1204,0.125461,0.493297,0.079619,0.301624
valid1205,0.184420,0.366977,0.142680,0.305924
valid1206,0.035430,0.306599,0.284909,0.373062
valid1207,0.283220,0.125511,0.340362,0.250907
valid1208,0.106959,0.214338,0.671991,0.006713
valid1209,0.392957,0.263291,0.316412,0.027341
valid1210,0.564119,0.183992,0.164189,0.087700
valid1211,0.687843,0.191414,0.027307,0.093436
valid1212,0.141469,0.593945,0.256815,0.007771
valid1213,0.022665,0.428942,0.128480,0.419914
valid1214,0.091765,0.102583,0.035521,0.770131
valid1215,0.177293,0.247370,0.110284,0.465053
valid1216,0.113301,0.088584,0.484616,0.313499
valid1217,0.081453,0.049074,0.005272,0.864200
valid1218,0.198412,0.168758,0.410396,0.222434
valid1219,0.024747,0.689152,0.235006,0.051095
valid1220,0.180285,0.074088,0.498180,0.247447
valid1221,0.027525,0.265517,0.651537,0.055421
valid1222,0.145648,0.031871,0.424806,0.397674
valid1223,0.221857,0.108984,0.029590,0.639569
valid1224,0.098670,0.140994,0.679737,0.080599
valid1225,0.036380,0.455688,0.036953,0.470979
valid1226,0.822805,0.018712,0.047622,0.110862
valid1227,0.302798,0.028971,0.593438,0.074794
valid1228,0.091599,0.047825,0.310609,0.549966
valid1229,0.025512,0.036198,0.718513,0.219777
valid1230,0.144719,0.134602,0.179217,0.541461
valid1231,0.134666,0.208004,0.373081,0.284250
valid1232,0.021646,0.293012,0.159828,0.525514
valid1233,0.297243,0.468821,0.003836,0.230100
valid1234,0.402706,0.063672,0.213715,0.319907
valid1235,0.071137,0.466593,0.128767,0.333504
valid1236,0.168666,0.274537,0.329624,0.227173
valid1237,0.049817,0.651378,0.116754,0.182051
valid1238,0.130526,0.600313,0.068703,0.200458
valid1239,0.157452,0.093629,0.218147,0.530771
valid1240,0.223180,0.156010,0.004224,0.616586
valid1241,0.227958,0.353554,0.364127,0.054361
valid1242,0.469646,0.087803,0.094528,0.348023
valid1243,0.417082,0.072192,0.270761,0.239965
valid1244,0.170160,0.189174,0.093678,0.546988
valid1245,0.455674,0.032147,0.477750,0.034429
valid1246,0.698008,0.082454,0.141747,0.077791
valid1247,0.112751,0.133902,0.107843,0.645504
valid1248,0.221278,0.391141,0.089068,0.298513
valid1249,0.126827,0.437240,0.378367,0.057567
valid1250,0.094184,0.234352,0.202868,0.468597
valid1251,0.690100,0.059688,0.148579,0.101634
valid1252,0.583844,0.304040,0.104582,0.007534
valid1253,0.876025,0.047825,0.051406,0.024745
valid1254,0.382877,0.322460,0.152188,0.142475
valid1255,0.237984,0.510197,0.144694,0.107125
valid1256,0.208626,0.162487,0.032204,0.596683
valid1257,0.455891,0.453464,0.002317,0.088328
valid1258,0.099404,0.183055,0.080946,0.636595
valid1259,0.063990,0.342906,0.205579,0.387525
valid1260,0.193615,0.239259,0.479131,0.087995
valid1261,0.290954,0.044121,0.610304,0.054622
valid1262,0.047836,0.010596,0.249267,0.692301
valid1263,0.388499,0.570920,0.025381,0.015201
valid1264,0.289915,0.043431,0.231412,0.435242
valid1265,0.167106,0.529497,0.095247,0.208150
valid1266,0.126729,0.537330,0.253063,0.082878
valid1267,0.277707,0.287285,0.335753,0.099255
valid1268,0.124127,0.529197,0.115557,0.231119
valid1269,0.246591,0.403586,0.154095,0.195728
valid1270,0.462803,0.047784,0.451633,0.037781
valid1271,0.574187,0.012811,0.122649,0.290354
valid1272,0.057994,0.262207,0.058451,0.621348
valid1273,0.052964,0.346213,0.472703,0.128120
valid1274,0.017593,0.750226,0.085153,0.147029
valid1275,0.739100,0.098569,0.063272,0.099060
valid1276,0.056471,0.640889,0.081444,0.221195
valid1277,0.115597,0.469484,0.247344,0.167576
valid1278,0.153308,0.500623,0.047152,0.298917
valid1279,0.262235,0.049795,0.030991,0.656979
valid1280,0.351926,0.247196,0.220470,0.180408
valid1281,0.225190,0.351331,0.084064,0.339415
valid1282,0.169279,0.455167,0.208389,0.167165
valid1283,0.349894,0.152667,0.142682,0.354757
valid1284,0.037468,0.598745,0.273682,0.090105
valid1285,0.045905,0.647962,0.255377,0.050755
valid1286,0.226092,0.231293,0.292564,0.250051
valid1287,0.184885,0.513201,0.074533,0.227381
valid1288,0.148073,0.508743,0.065187,0.277997
valid1289,0.383734,0.467032,0.025291,0.123942
valid1290,0.015597,0.249407,0.240702,0.494294
valid1291,0.014817,0.397095,0.002214,0.585874
valid1292,0.290194,0.018652,0.528162,0.162992
valid1293,0.413393,0.284048,0.132494,0.170065
valid1294,0.036357,0.450271,0.219287,0.294086
valid1295,0.093944,0.170988,0.321249,0.413819
valid1296,0.526743,0.113695,0.117016,0.242547
valid1297,0.139179,0.143089,0.496101,0.221631
valid1298,0.253863,0.590956,0.076191,0.078989
valid1299,0.583547,0.124907,0.185213,0.106333
valid1300,0.013206,0.187272,0.042784,0.756738
valid1301,0.179981,0.183731,0.298570,0.337718
valid1302,0.273942,0.100739,0.126927,0.498393
valid1303,0.074235,0.775109,0.097214,0.053442
valid1304,0.697102,0.130912,0.018419,0.153567
valid1305,0.189158,0.011916,0.444655,0.354272
valid1306,0.557315,0.171368,0.081356,0.189961
valid1307,0.221460,0.376120,0.002915,0.399505
valid1308,0.545355,0.002499,0.195817,0.256330
valid1309,0.107633,0.046664,0.072228,0.773476
valid1310,0.063097,0.436751,0.435595,0.064557
valid1311,0.267671,0.378583,0.046622,0.307125
valid1312,0.274270,0.203622,0.511743,0.010365
valid1313,0.188400,0.030151,0.155828,0.625621
valid1314,0.089971,0.092022,0.494443,0.323564
valid1315,0.210668,0.105516,0.430423,0.253393
valid1316,0.103117,0.360379,0.065443,0.471060
valid1317,0.286089,0.281832,0.385967,0.046111
valid1318,0.484437,0.310391,0.199225,0.005947
valid1319,0.257908,0.368329,0.242810,0.130953
valid1320,0.044495,0.380022,0.146768,0.428715
valid1321,0.318181,0.332522,0.159697,0.189599
valid1322,0.442491,0.148723,0.330534,0.078252
valid1323,0.232976,0.102463,0.536054,0.128507
valid1324,0.432766,0.319344,0.135754,0.112136
valid1325,0.007473,0.304288,0.145205,0.543034
valid1326,0.195247,0.281065,0.070319,0.453369
valid1327,0.061076,0.330259,0.345820,0.262844
valid1328,0.137574,0.273422,0.054991,0.534012
valid1329,0.323625,0.158840,0.030844,0.486690
valid1330,0.524664,0.247654,0.152697,0.074985
valid1331,0.752983,0.054740,0.048801,0.143476
valid1332,0.674734,0.136803,0.004270,0.184192
valid1333,0.007951,0.459805,0.093557,0.438687
valid1334,0.187120,0.177219,0.451387,0.184274
valid1335,0.079540,0.163502,0.267248,0.489710
valid1336,0.423199,0.127221,0.292899,0.156680
valid1337,0.285413,0.312407,0.245706,0.156475
valid1338,0.136133,0.393547,0.125696,0.344624
valid1339,0.187058,0.051426,0.637455,0.124061
valid1340,0.646989,0.088968,0.110985,0.153058
valid1341,0.446275,0.194879,0.340614,0.018231
valid1342,0.062709,0.217315,0.582137,0.137839
valid1343,0.558486,0.172206,0.195376,0.073932
valid1344,0.092983,0.072259,0.546571,0.288188
valid1345,0.476284,0.289273,0.209020,0.025423
valid1346,0.378399,0.567132,0.026988,0.027481
valid1347,0.179145,0.338796,0.192472,0.289587
valid1348,0.060481,0.538127,0.369141,0.032251
valid1349,0.377111,0.177158,0.297336,0.148396
valid1350,0.019088,0.525602,0.007391,0.447918
valid1351,0.433972,0.500327,0.015643,0.050057
valid1352,0.108724,0.165578,0.318445,0.407252
valid1353,0.855780,0.109581,0.002528,0.032111
valid1354,0.177465,0.021697,0.715878,0.084960
valid1355,0.382546,0.206820,0.146862,0.263772
valid1356,0.094828,0.099938,0.374229,0.431005
valid1357,0.141331,0.408995,0.251223,0.198450
valid1358,0.043139,0.305985,0.169856,0.481020
valid1359,0.117646,0.543841,0.178741,0.159773
valid1360,0.128283,0.153201,0.250611,0.467904
valid1361,0.150885,0.363682,0.093100,0.392333
valid1362,0.131895,0.202620,0.518555,0.146930
valid1363,0.345277,0.443303,0.133812,0.077608
valid1364,0.184571,0.640798,0.139907,0.034724
valid1365,0.088493,0.335668,0.239427,0.336413
valid1366,0.400922,0.529729,0.052729,0.016621
valid1367,0.049657,0.461904,0.042438,0.446000
valid1368,0.052364,0.496147,0.119453,0.332036
valid1369,0.068694,0.209329,0.390712,0.331264
valid1370,0.230303,0.230165,0.523223,0.016310
valid1371,0.215970,0.737906,0.043642,0.002481
valid1372,0.104454,0.589111,0.011457,0.294978
valid1373,0.442259,0.235217,0.210574,0.111950
valid1374,0.028540,0.362584,0.268749,0.340126
valid1375,0.070577,0.632950,0.218027,0.078447
valid1376,0.071248,0.454979,0.168741,0.305033
valid1377,0.086398,0.196567,0.017309,0.699726
valid1378,0.382768,0.332817,0.194654,0.089760
valid1379,0.155868,0.178765,0.238833,0.426533
valid1380,0.044846,0.297964,0.064082,0.593108
valid1381,0.088372,0.696659,0.006324,0.208645
valid1382,0.135938,0.220093,0.451082,0.192888
valid1383,0.239133,0.288657,0.248266,0.223943
valid1384,0.161424,0.755542,0.052869,0.030165
valid1385,0.139215,0.049084,0.359789,0.451912
valid1386,0.521903,0.232442,0.012624,0.233031
valid1387,0.033962,0.357932,0.403087,0.205020
valid1388,0.193715,0.314411,0.070435,0.421439
valid1389,0.100560,0.267369,0.182286,0.449785
valid1390,0.277937,0.246762,0.112440,0.362861
valid1391,0.006017,0.414505,0.457841,0.121636
valid1392,0.083747,0.125330,0.630103,0.160820
valid1393,0.037764,0.616637,0.210631,0.134968
valid1394,0.257125,0.176016,0.172115,0.394745
valid1395,0.348212,0.247219,0.358637,0.045933
valid1396,0.401584,0.501478,0.016492,0.080446
valid1397,0.184833,0.052470,0.390093,0.372604
valid1398,0.019508,0.105931,0.612401,0.262160
valid1399,0.299040,0.000760,0.176294,0.523906
valid1400,0.322309,0.269920,0.318155,0.089616
valid1401,0.184074,0.673491,0.135584,0.006852
valid1402,0.270194,0.114424,0.018297,0.597085
valid1403,0.653742,0.129083,0.018427,0.198747
valid1404,0.165146,0.008245,0.457042,0.369567
valid1405,0.209854,0.243448,0.025131,0.521567
valid1406,0.024704,0.119346,0.290996,0.564954
valid1407,0.204160,0.380744,0.174554,0.240542
valid1408,0.466996,0.192823,0.286250,0.053930
valid1409,0.440022,0.107826,0.399755,0.052396
valid1410,0.162503,0.148307,0.033524,0.655667
valid1411,0.074089,0.175054,0.312844,0.438013
valid1412,0.128782,0.413492,0.245701,0.212025
valid1413,0.055057,0.361297,0.411884,0.171761
valid1414,0.352665,0.363845,0.056114,0.227376
valid1415,0.077521,0.398472,0.259562,0.264445
valid1416,0.087284,0.096413,0.725090,0.091213
valid1417,0.226472,0.231820,0.513675,0.028033
valid1418,0.110570,0.803312,0.057371,0.028747
valid1419,0.193193,0.065749,0.386975,0.354083
valid1420,0.625283,0.028432,0.079588,0.266698
valid1421,0.038814,0.501995,0.141795,0.317395
valid1422,0.271204,0.078547,0.352474,0.297775
valid1423,0.107861,0.314960,0.452507,0.124672
valid1424,0.156003,0.165494,0.431367,0.247135
valid1425,0.255665,0.448451,0.041012,0.254872
valid1426,0.142054,0.000273,0.417527,0.440147
valid1427,0.240866,0.055190,0.418970,0.284974
valid1428,0.013299,0.063977,0.414106,0.508618
valid1429,0.219945,0.171652,0.039110,0.569293
valid1430,0.011580,0.433264,0.092677,0.462478
valid1431,0.623271,0.097425,0.226377,0.052927
valid1432,0.202382,0.455865,0.134006,0.207748
valid1433,0.154606,0.068630,0.324311,0.452453
valid1434,0.052474,0.570933,0.314422,0.062171
valid1435,0.207461,0.502194,0.238445,0.051900
valid1436,0.014013,0.276192,0.089431,0.620364
valid1437,0.407241,0.005348,0.499589,0.087822
valid1438,0.019478,0.663027,0.194973,0.122522
valid1439,0.135133,0.227634,0.366576,0.270656
valid1440,0.253749,0.095738,0.257263,0.393250
valid1441,0.109939,0.465745,0.278689,0.145626
valid1442,0.422744,0.120043,0.021663,0.435550
valid1443,0.525793,0.131245,0.140465,0.202496
valid1444,0.613974,0.083911,0.298418,0.003697
valid1445,0.390637,0.069846,0.062628,0.476888
valid1446,0.058942,0.460617,0.467181,0.013260
valid1447,0.047198,0.210665,0.115907,0.626229
valid1448,0.419969,0.004338,0.370837,0.204856
valid1449,0.284387,0.485114,0.036282,0.194217
valid1450,0.030528,0.305886,0.068716,0.594871
valid1451,0.004048,0.058887,0.699549,0.237515
valid1452,0.250294,0.657022,0.091099,0.001585
valid1453,0.020143,0.094812,0.626834,0.258210
valid1454,0.363492,0.072411,0.558330,0.005766
valid1455,0.116615,0.035741,0.048217,0.799428
valid1456,0.404348,0.181703,0.388904,0.025045
valid1457,0.079437,0.128255,0.533313,0.258995
valid1458,0.266405,0.166060,0.108851,0.458685
valid1459,0.737962,0.186670,0.056173,0.019195
valid1460,0.403586,0.421443,0.102976,0.071996
valid1461,0.550487,0.045315,0.156663,0.247535
valid1462,0.414604,0.041258,0.371139,0.172999
valid1463,0.587982,0.119548,0.104035,0.188436
valid1464,0.328538,0.440104,0.185399,0.045959
valid1465,0.361718,0.270089,0.229366,0.138827
valid1466,0.344291,0.229269,0.380741,0.045699
valid1467,0.001210,0.202493,0.402050,0.394247
valid1468,0.140766,0.535610,0.087729,0.235894
valid1469,0.390127,0.168215,0.131044,0.310614
valid1470,0.285297,0.584184,0.039623,0.090896
valid1471,0.212920,0.198207,0.566825,0.022049
valid1472,0.357564,0.026275,0.572689,0.043472
valid1473,0.340973,0.118136,0.429458,0.111433
valid1474,0.142013,0.140823,0.016607,0.700558
valid1475,0.134619,0.107151,0.148409,0.609821
valid1476,0.037476,0.359799,0.319765,0.282960
valid1477,0.252323,0.095983,0.057499,0.594194
valid1478,0.330743,0.163634,0.169332,0.336292
valid1479,0.558134,0.248627,0.188078,0.005161
valid1480,0.324668,0.301083,0.265510,0.108739
valid1481,0.027172,0.544236,0.095789,0.332802
valid1482,0.026930,0.442112,0.166983,0.363975
valid1483,0.067650,0.060898,0.332787,0.538665
valid1484,0.287306,0.190458,0.329362,0.192873
valid1485,0.003933,0.099222,0.262783,0.634062
valid1486,0.851695,0.000824,0.030868,0.116613
valid1487,0.516349,0.049847,0.026086,0.407719
valid1488,0.158875,0.509392,0.261383,0.070350
valid1489,0.292039,0.501569,0.180336,0.026056
valid1490,0.017475,0.290231,0.093012,0.599282
valid1491,0.148868,0.191848,0.215854,0.443430
valid1492,0.151786,0.259601,0.500957,0.087656
valid1493,0.134984,0.015492,0.095335,0.754189
valid1494,0.089717,0.715844,0.045513,0.148926
valid1495,0.011980,0.212349,0.620804,0.154867
valid1496,0.007249,0.347000,0.189477,0.456274
valid1497,0.660073,0.042518,0.284373,0.013037
valid1498,0.098522,0.438962,0.048630,0.413886
valid1499,0.196001,0.344128,0.330081,0.129789
valid1500,0.042678,0.476303,0.322680,0.158338
valid1501,0.470044,0.109115,0.302244,0.118597
valid1502,0.411880,0.365042,0.060251,0.162826
valid1503,0.283390,0.543699,0.168914,0.003998
valid1504,0.156872,0.179000,0.021160,0.642969
valid1505,0.127939,0.228084,0.643112,0.000864
valid1506,0.550272,0.165588,0.217466,0.066674
valid1507,0.392539,0.198169,0.087713,0.321578
valid1508,0.003917,0.185104,0.195400,0.615579
valid1509,0.149097,0.205194,0.147201,0.498508
valid1510,0.769875,0.037971,0.025556,0.166599
valid1511,0.097814,0.562473,0.118656,0.221057
valid1512,0.071336,0.483604,0.184793,0.260268
valid1513,0.075909,0.158203,0.374541,0.391346
valid1514,0.181910,0.370772,0.355013,0.092304
valid1515,0.484462,0.012751,0.149280,0.353507
valid1516,0.061351,0.727554,0.128244,0.082851
valid1517,0.248188,0.029603,0.699013,0.023197
valid1518,0.396202,0.268035,0.170975,0.164788
valid1519,0.054020,0.453165,0.165162,0.327654
valid1520,0.147444,0.155007,0.310701,0.386848
valid1521,0.100731,0.094383,0.033849,0.771037
valid1522,0.018880,0.073663,0.585576,0.321882
valid1523,0.352550,0.117276,0.291434,0.238740
valid1524,0.335627,0.484164,0.140859,0.039350
valid1525,0.045148,0.153076,0.034779,0.766996
valid1526,0.112672,0.239151,0.142385,0.505792
valid1527,0.065660,0.073590,0.428499,0.432251
valid1528,0.212051,0.247504,0.341131,0.199315
valid1529,0.539647,0.273197,0.179783,0.007373
valid1530,0.214088,0.217393,0.412812,0.155707
valid1531,0.207880,0.323067,0.150081,0.318972
valid1532,0.129588,0.245575,0.566188,0.058649
valid1533,0.229747,0.132501,0.552518,0.085234
valid1534,0.420656,0.312223,0.086567,0.180554
valid1535,0.000292,0.783574,0.099348,0.116786
valid1536,0.099823,0.275325,0.429746,0.195106
valid1537,0.275517,0.144607,0.046706,0.533169
valid1538,0.349342,0.287799,0.199404,0.163455
valid1539,0.029209,0.567529,0.007928,0.395334
valid1540,0.215223,0.083762,0.288110,0.412905
valid1541,0.191407,0.397912,0.083559,0.327121
valid1542,0.044525,0.169383,0.427462,0.358630
valid1543,0.064049,0.400236,0.266710,0.269005
valid1544,0.136406,0.618184,0.183847,0.061563
valid1545,0.068741,0.355217,0.141346,0.434696
valid1546,0.537119,0.258025,0.062324,0.142533
valid1547,0.425994,0.122266,0.338137,0.113603
valid1548,0.018009,0.305686,0.233576,0.442729
valid1549,0.717641,0.214607,0.051471,0.016281
valid1550,0.009632,0.842976,0.037855,0.109537
valid1551,0.116865,0.551655,0.042604,0.288876
valid1552,0.071361,0.085553,0.618985,0.224101
valid1553,0.128878,0.267597,0.112040,0.491486
valid1554,0.306984,0.284140,0.266072,0.142804
valid1555,0.163265,0.282114,0.444876,0.109745
valid1556,0.540358,0.050278,0.250205,0.159158
valid1557,0.103914,0.523648,0.278651,0.093787
valid1558,0.148710,0.614748,0.011147,0.225394
valid1559,0.200384,0.247771,0.478930,0.072915
valid1560,0.440916,0.006937,0.008393,0.543753
valid1561,0.160052,0.356428,0.215853,0.267667
valid1562,0.350281,0.059943,0.465851,0.123925
valid1563,0.377591,0.072108,0.127457,0.422845
valid1564,0.116022,0.181712,0.180592,0.521675
valid1565,0.246197,0.265230,0.133072,0.355501
valid1566,0.431246,0.266118,0.217084,0.085552
valid1567,0.471228,0.094835,0.012855,0.421082
valid1568,0.040958,0.496483,0.362537,0.100023
valid1569,0.165920,0.140714,0.239438,0.453928
valid1570,0.423963,0.416730,0.034647,0.124660
valid1571,0.373058,0.154888,0.447138,0.024916
valid1572,0.065493,0.168624,0.419452,0.346430
valid1573,0.471945,0.043330,0.086703,0.398022
valid1574,0.341585,0.275618,0.133609,0.249189
valid1575,0.477156,0.272245,0.045523,0.205076
valid1576,0.139471,0.219368,0.104388,0.536773
valid1577,0.303996,0.526907,0.034899,0.134198
valid1578,0.178154,0.396246,0.221111,0.204489
valid1579,0.201760,0.628973,0.032704,0.136563
valid1580,0.376854,0.367622,0.004955,0.250568
valid1581,0.185693,0.102364,0.523994,0.187950
valid1582,0.351456,0.256783,0.276654,0.115107
valid1583,0.125017,0.252048,0.278708,0.344226
valid1584,0.109962,0.473487,0.282751,0.133800
valid1585,0.205482,0.370372,0.211281,0.212865
valid1586,0.044224,0.445101,0.224733,0.285941
valid1587,0.601675,0.160376,0.235692,0.002257
valid1588,0.326879,0.181659,0.161515,0.329947
valid1589,0.593776,0.013299,0.385067,0.007858
valid1590,0.091321,0.111874,0.311447,0.485358
valid1591,0.327703,0.206534,0.035227,0.430536
valid1592,0.345766,0.265070,0.103390,0.285775
valid1593,0.065803,0.724014,0.067261,0.142922
valid1594,0.584392,0.234918,0.050220,0.130469
valid1595,0.203104,0.048514,0.325629,0.422753
valid1596,0.353232,0.268496,0.038064,0.340208
valid1597,0.197295,0.434677,0.363790,0.004238
valid1598,0.120362,0.011345,0.531788,0.336506
valid1599,0.198349,0.120836,0.079301,0.601514
valid1600,0.153240,0.267023,0.031146,0.548591
valid1601,0.472209,0.005858,0.294475,0.227457
valid1602,0.471392,0.182285,0.168919,0.177404
valid1603,0.008072,0.374078,0.541264,0.076586
valid1604,0.680818,0.069214,0.009265,0.240704
valid1605,0.311534,0.281225,0.398335,0.008906
valid1606,0.420643,0.183215,0.346405,0.049737
valid1607,0.074287,0.785413,0.032445,0.107855
valid1608,0.029943,0.229515,0.253548,0.486994
valid1609,0.557225,0.032597,0.249929,0.160250
valid1610,0.184909,0.491864,0.015860,0.307367
valid1611,0.745984,0.159374,0.071788,0.022854
valid1612,0.429939,0.433039,0.094029,0.042993
valid1613,0.030001,0.652326,0.110074,0.207599
valid1614,0.119898,0.012123,0.472021,0.395957
valid1615,0.413926,0.441594,0.099517,0.044963
valid1616,0.477671,0.208909,0.261059,0.052361
valid1617,0.322334,0.082717,0.465933,0.129017
valid1618,0.484717,0.030076,0.446569,0.038638
valid1619,0.041007,0.468198,0.110425,0.380370
valid1620,0.309696,0.151237,0.354895,0.184173
valid1621,0.593501,0.047072,0.247038,0.112389
valid1622,0.168747,0.195634,0.583425,0.052194
valid1623,0.348456,0.006235,0.292025,0.353284
valid1624,0.035100,0.306199,0.352454,0.306247
valid1625,0.328661,0.663590,0.005839,0.001910
valid1626,0.094259,0.642843,0.258910,0.003988
valid1627,0.028496,0.073700,0.027207,0.870597
valid1628,0.211746,0.489425,0.200834,0.097995
valid1629,0.512844,0.076507,0.234547,0.176102
valid1630,0.189235,0.315091,0.318595,0.177079
valid1631,0.191487,0.331610,0.395455,0.081448
valid1632,0.054253,0.044791,0.864317,0.036639
valid1633,0.289383,0.355437,0.262744,0.092435
valid1634,0.471582,0.268270,0.125328,0.134819
valid1635,0.135609,0.118710,0.485903,0.259778
valid1636,0.013075,0.736897,0.058101,0.191926
valid1637,0.043349,0.244798,0.101622,0.610232
valid1638,0.227104,0.624296,0.064455,0.084145
valid1639,0.210071,0.249232,0.392347,0.148350
valid1640,0.071466,0.253942,0.669550,0.005041
valid1641,0.528130,0.177809,0.022181,0.271880
valid1642,0.082242,0.453960,0.168134,0.295664
valid1643,0.285668,0.388435,0.235871,0.090026
valid1644,0.281606,0.323377,0.140734,0.254284
