SampleID,Target [1 for A->B; -1 otherwise],Details [1 for A->B; 2 for A<-B; 3 for A-B; 4 for A|B]
train5188,1,1
train5189,1,1
train5190,1,1
train5191,0,4
train5192,0,4
train5193,0,4
train5194,-1,2
train5195,-1,2
train5196,0,3
train5197,1,1
train5198,0,4
train5199,0,3
train5200,-1,2
train5201,0,4
train5202,-1,2
train5203,0,4
train5204,0,3
train5205,0,4
train5206,1,1
train5207,-1,2
train5208,1,1
train5209,1,1
train5210,1,1
train5211,0,3
train5212,-1,2
train5213,-1,2
train5214,1,1
train5215,-1,2
train5216,1,1
train5217,1,1
train5218,-1,2
train5219,0,3
train5220,-1,2
train5221,0,3
train5222,-1,2
train5223,0,3
train5224,0,3
train5225,0,4
train5226,0,4
train5227,0,3
train5228,0,3
train5229,1,1
train5230,1,1
train5231,1,1
train5232,1,1
train5233,0,3
train5234,1,1
train5235,0,4
train5236,0,4
train5237,0,4
train5238,0,3
train5239,1,1
train5240,0,4
train5241,-1,2
train5242,0,4
train5243,1,1
train5244,-1,2
train5245,0,3
train5246,0,4
train5247,1,1
train5248,0,4
train5249,1,1
train5250,1,1
train5251,-1,2
train5252,0,3
train5253,0,4
train5254,0,4
train5255,-1,2
train5256,1,1
train5257,1,1
train5258,1,1
train5259,-1,2
train5260,1,1
train5261,1,1
train5262,0,4
train5263,0,4
train5264,0,4
train5265,0,4
train5266,0,4
train5267,0,4
train5268,1,1
train5269,0,3
train5270,-1,2
train5271,1,1
train5272,0,3
train5273,1,1
train5274,1,1
train5275,1,1
train5276,-1,2
train5277,1,1
train5278,0,3
train5279,1,1
train5280,0,4
train5281,0,4
train5282,0,3
train5283,-1,2
train5284,0,3
train5285,0,3
train5286,1,1
train5287,-1,2
train5288,0,3
train5289,0,3
train5290,-1,2
train5291,0,4
train5292,1,1
train5293,-1,2
train5294,-1,2
train5295,1,1
train5296,0,4
train5297,0,3
train5298,1,1
train5299,-1,2
train5300,1,1
train5301,1,1
train5302,1,1
train5303,-1,2
train5304,-1,2
train5305,1,1
train5306,0,4
train5307,1,1
train5308,0,4
train5309,-1,2
train5310,0,3
train5311,1,1
train5312,1,1
train5313,1,1
train5314,0,4
train5315,-1,2
train5316,-1,2
train5317,0,3
train5318,1,1
train5319,0,3
train5320,0,3
train5321,0,3
train5322,0,3
train5323,0,3
train5324,-1,2
train5325,0,4
train5326,-1,2
train5327,0,3
train5328,0,3
train5329,-1,2
train5330,0,3
train5331,1,1
train5332,0,3
train5333,-1,2
train5334,0,3
train5335,0,4
train5336,-1,2
train5337,1,1
train5338,0,4
train5339,-1,2
train5340,-1,2
train5341,1,1
train5342,-1,2
train5343,0,4
train5344,1,1
train5345,0,4
train5346,0,3
train5347,0,4
train5348,-1,2
train5349,-1,2
train5350,0,3
train5351,-1,2
train5352,0,4
train5353,0,4
train5354,0,4
train5355,0,4
train5356,1,1
train5357,0,4
train5358,0,4
train5359,0,3
train5360,0,3
train5361,0,4
train5362,0,3
train5363,0,3
train5364,-1,2
train5365,0,4
train5366,0,4
train5367,1,1
train5368,1,1
train5369,0,4
train5370,1,1
train5371,1,1
train5372,-1,2
train5373,0,4
train5374,-1,2
train5375,-1,2
train5376,0,3
train5377,0,4
train5378,0,4
train5379,0,4
train5380,-1,2
train5381,1,1
train5382,-1,2
train5383,1,1
train5384,0,4
train5385,1,1
train5386,-1,2
train5387,0,3
train5388,-1,2
train5389,-1,2
train5390,0,4
train5391,1,1
train5392,-1,2
train5393,0,3
train5394,1,1
train5395,1,1
train5396,1,1
train5397,-1,2
train5398,0,3
train5399,0,3
train5400,1,1
train5401,0,3
train5402,1,1
train5403,-1,2
train5404,0,4
train5405,-1,2
train5406,0,3
train5407,-1,2
train5408,0,4
train5409,0,3
train5410,0,3
train5411,1,1
train5412,-1,2
train5413,-1,2
train5414,-1,2
train5415,0,3
train5416,-1,2
train5417,0,3
train5418,1,1
train5419,1,1
train5420,1,1
train5421,0,3
train5422,0,4
train5423,0,3
train5424,0,3
train5425,1,1
train5426,-1,2
train5427,-1,2
train5428,0,3
train5429,0,4
train5430,0,3
train5431,0,4
train5432,0,3
train5433,1,1
train5434,-1,2
train5435,-1,2
train5436,0,4
train5437,0,3
train5438,-1,2
train5439,1,1
train5440,1,1
train5441,-1,2
train5442,-1,2
train5443,-1,2
train5444,-1,2
train5445,1,1
train5446,0,4
train5447,0,3
train5448,0,4
train5449,0,4
train5450,0,4
train5451,0,3
train5452,-1,2
train5453,0,4
train5454,0,4
train5455,0,4
train5456,-1,2
train5457,-1,2
train5458,-1,2
train5459,-1,2
train5460,0,3
train5461,0,3
train5462,-1,2
train5463,-1,2
train5464,0,3
train5465,0,3
train5466,-1,2
train5467,0,3
train5468,0,4
train5469,0,4
train5470,0,3
train5471,0,4
train5472,0,4
train5473,-1,2
train5474,-1,2
train5475,1,1
train5476,-1,2
train5477,1,1
train5478,1,1
train5479,0,4
train5480,-1,2
train5481,-1,2
train5482,-1,2
train5483,-1,2
train5484,0,3
train5485,-1,2
train5486,0,4
train5487,-1,2
train5488,1,1
train5489,1,1
train5490,0,3
train5491,0,4
train5492,-1,2
train5493,1,1
train5494,-1,2
train5495,1,1
train5496,1,1
train5497,0,4
train5498,0,3
train5499,-1,2
train5500,0,4
train5501,1,1
train5502,-1,2
train5503,-1,2
train5504,0,4
train5505,0,3
train5506,-1,2
train5507,-1,2
train5508,0,4
train5509,0,3
train5510,-1,2
train5511,0,3
train5512,0,3
train5513,0,3
train5514,0,4
train5515,1,1
train5516,0,3
train5517,0,3
train5518,0,4
train5519,-1,2
train5520,0,3
train5521,1,1
train5522,-1,2
train5523,0,4
train5524,0,3
train5525,1,1
train5526,-1,2
train5527,1,1
train5528,1,1
train5529,0,4
train5530,0,4
train5531,0,3
train5532,1,1
train5533,0,4
train5534,1,1
train5535,1,1
train5536,0,3
train5537,1,1
train5538,-1,2
train5539,-1,2
train5540,-1,2
train5541,-1,2
train5542,-1,2
train5543,-1,2
train5544,1,1
train5545,-1,2
train5546,-1,2
train5547,0,4
train5548,1,1
train5549,-1,2
train5550,-1,2
train5551,1,1
train5552,-1,2
train5553,0,3
train5554,1,1
train5555,-1,2
train5556,-1,2
train5557,0,3
train5558,0,3
train5559,0,3
train5560,0,4
train5561,0,4
train5562,1,1
train5563,0,3
train5564,-1,2
train5565,-1,2
train5566,0,4
train5567,0,3
train5568,1,1
train5569,0,3
train5570,-1,2
train5571,0,3
train5572,-1,2
train5573,1,1
train5574,0,3
train5575,0,3
train5576,-1,2
train5577,1,1
train5578,0,4
train5579,-1,2
train5580,1,1
train5581,0,3
train5582,0,3
train5583,1,1
train5584,0,4
train5585,1,1
train5586,-1,2
train5587,1,1
train5588,1,1
train5589,-1,2
train5590,0,4
train5591,0,4
train5592,0,3
train5593,0,4
train5594,0,3
train5595,0,4
train5596,0,3
train5597,0,4
train5598,1,1
train5599,1,1
train5600,1,1
train5601,-1,2
train5602,0,4
train5603,-1,2
train5604,0,3
train5605,0,4
train5606,0,3
train5607,-1,2
train5608,0,3
train5609,-1,2
train5610,1,1
train5611,0,4
train5612,0,3
train5613,-1,2
train5614,-1,2
train5615,0,4
train5616,0,3
train5617,1,1
train5618,0,4
train5619,0,4
train5620,-1,2
train5621,-1,2
train5622,0,3
train5623,0,4
train5624,0,3
train5625,0,4
train5626,0,4
train5627,0,4
train5628,0,3
train5629,0,3
train5630,-1,2
train5631,0,3
train5632,1,1
train5633,-1,2
train5634,0,3
train5635,-1,2
train5636,-1,2
train5637,0,3
train5638,1,1
train5639,0,3
train5640,1,1
train5641,1,1
train5642,1,1
train5643,1,1
train5644,1,1
train5645,0,4
train5646,0,4
train5647,0,4
train5648,0,3
train5649,-1,2
train5650,0,4
train5651,0,3
train5652,0,4
train5653,0,3
train5654,0,3
train5655,0,4
train5656,0,3
train5657,0,3
train5658,-1,2
train5659,1,1
train5660,-1,2
train5661,0,3
train5662,-1,2
train5663,-1,2
train5664,-1,2
train5665,0,4
train5666,0,3
train5667,0,3
train5668,1,1
train5669,1,1
train5670,1,1
train5671,0,4
train5672,-1,2
train5673,0,3
train5674,0,4
train5675,1,1
train5676,0,3
train5677,0,3
train5678,0,3
train5679,0,3
train5680,1,1
train5681,-1,2
train5682,1,1
train5683,0,3
train5684,0,4
train5685,-1,2
train5686,1,1
train5687,0,3
train5688,0,3
train5689,0,4
train5690,-1,2
train5691,-1,2
train5692,0,4
train5693,0,3
train5694,0,3
train5695,0,4
train5696,1,1
train5697,-1,2
train5698,-1,2
train5699,0,3
train5700,0,4
train5701,0,3
train5702,0,3
train5703,0,4
train5704,1,1
train5705,-1,2
train5706,0,3
train5707,-1,2
train5708,0,4
train5709,0,4
train5710,-1,2
train5711,1,1
train5712,0,3
train5713,0,4
train5714,-1,2
train5715,-1,2
train5716,1,1
train5717,0,4
train5718,-1,2
train5719,1,1
train5720,-1,2
train5721,0,3
train5722,-1,2
train5723,1,1
train5724,0,3
train5725,0,4
train5726,1,1
train5727,0,4
train5728,0,3
train5729,0,4
train5730,-1,2
train5731,-1,2
train5732,0,3
train5733,-1,2
train5734,-1,2
train5735,0,3
train5736,1,1
train5737,0,4
train5738,-1,2
train5739,-1,2
train5740,1,1
train5741,0,4
train5742,0,3
train5743,1,1
train5744,0,4
train5745,0,3
train5746,0,4
train5747,0,3
train5748,-1,2
train5749,1,1
train5750,1,1
train5751,0,4
train5752,-1,2
train5753,0,4
train5754,0,3
train5755,-1,2
train5756,-1,2
train5757,-1,2
train5758,0,3
train5759,-1,2
train5760,0,3
train5761,0,3
train5762,0,3
train5763,0,4
train5764,0,3
train5765,0,3
train5766,0,3
train5767,-1,2
train5768,-1,2
train5769,0,4
train5770,0,4
train5771,0,4
train5772,1,1
train5773,-1,2
train5774,-1,2
train5775,1,1
train5776,0,3
train5777,0,4
train5778,0,3
train5779,0,4
train5780,-1,2
train5781,-1,2
train5782,0,4
train5783,0,4
train5784,-1,2
train5785,0,3
train5786,0,3
train5787,0,3
train5788,0,4
train5789,0,4
train5790,1,1
train5791,0,3
train5792,-1,2
train5793,0,3
train5794,0,4
train5795,0,4
train5796,1,1
train5797,-1,2
train5798,0,4
train5799,-1,2
train5800,0,4
train5801,0,4
train5802,0,3
train5803,0,4
train5804,1,1
train5805,0,4
train5806,1,1
train5807,1,1
train5808,-1,2
train5809,1,1
train5810,0,3
train5811,0,4
train5812,1,1
train5813,-1,2
train5814,0,4
train5815,-1,2
train5816,0,3
train5817,-1,2
train5818,-1,2
train5819,0,3
train5820,0,4
train5821,1,1
train5822,-1,2
train5823,1,1
train5824,0,4
train5825,1,1
train5826,0,3
train5827,0,3
train5828,1,1
train5829,0,3
train5830,-1,2
train5831,1,1
train5832,1,1
train5833,0,4
train5834,0,4
train5835,0,4
train5836,1,1
train5837,0,4
train5838,-1,2
train5839,0,3
train5840,1,1
train5841,0,4
train5842,1,1
train5843,0,3
train5844,-1,2
train5845,1,1
train5846,1,1
train5847,0,3
train5848,1,1
train5849,0,4
train5850,-1,2
train5851,0,4
train5852,0,3
train5853,-1,2
train5854,0,3
train5855,0,3
train5856,1,1
train5857,0,4
train5858,0,4
train5859,0,4
train5860,-1,2
train5861,0,4
train5862,0,3
train5863,0,3
train5864,1,1
train5865,0,4
train5866,0,4
train5867,-1,2
train5868,-1,2
train5869,1,1
train5870,1,1
train5871,1,1
train5872,1,1
train5873,1,1
train5874,-1,2
train5875,0,4
train5876,-1,2
train5877,-1,2
train5878,-1,2
train5879,1,1
train5880,-1,2
train5881,1,1
train5882,-1,2
train5883,0,4
train5884,1,1
train5885,0,3
train5886,0,3
train5887,0,4
train5888,0,3
train5889,0,4
train5890,0,4
train5891,0,3
train5892,-1,2
train5893,1,1
train5894,0,4
train5895,1,1
train5896,0,3
train5897,1,1
train5898,0,4
train5899,-1,2
train5900,1,1
train5901,-1,2
train5902,-1,2
train5903,0,3
train5904,-1,2
train5905,-1,2
train5906,-1,2
train5907,-1,2
train5908,0,3
train5909,0,4
train5910,1,1
train5911,-1,2
train5912,1,1
train5913,0,3
train5914,0,3
train5915,-1,2
train5916,0,3
train5917,-1,2
train5918,0,4
train5919,1,1
train5920,0,4
train5921,0,3
train5922,1,1
train5923,-1,2
train5924,0,3
train5925,0,3
train5926,0,3
train5927,0,3
train5928,0,3
train5929,0,3
train5930,-1,2
train5931,0,4
train5932,0,4
train5933,0,3
train5934,0,4
train5935,-1,2
train5936,0,4
train5937,0,4
train5938,1,1
train5939,1,1
train5940,0,3
train5941,0,3
train5942,0,4
train5943,1,1
train5944,1,1
train5945,1,1
train5946,0,4
train5947,0,3
train5948,0,3
train5949,0,3
train5950,-1,2
train5951,0,3
train5952,1,1
train5953,-1,2
train5954,0,3
train5955,0,4
train5956,0,3
train5957,0,4
train5958,-1,2
train5959,-1,2
train5960,0,3
train5961,0,4
train5962,0,4
train5963,0,3
train5964,0,4
train5965,0,4
train5966,0,4
train5967,0,3
train5968,1,1
train5969,0,4
train5970,1,1
train5971,1,1
train5972,0,3
train5973,1,1
train5974,1,1
train5975,-1,2
train5976,0,3
train5977,0,3
train5978,1,1
train5979,1,1
train5980,1,1
train5981,0,3
train5982,1,1
train5983,0,4
train5984,0,3
train5985,1,1
train5986,1,1
train5987,0,4
train5988,1,1
train5989,-1,2
train5990,1,1
train5991,1,1
train5992,0,3
train5993,-1,2
train5994,-1,2
train5995,-1,2
train5996,0,3
train5997,1,1
train5998,-1,2
train5999,-1,2
train6000,0,3
train6001,1,1
train6002,0,4
train6003,0,4
train6004,0,4
train6005,1,1
train6006,0,4
train6007,-1,2
train6008,-1,2
train6009,-1,2
train6010,0,3
train6011,1,1
train6012,-1,2
train6013,-1,2
train6014,-1,2
train6015,-1,2
train6016,-1,2
train6017,1,1
train6018,0,3
train6019,0,4
train6020,-1,2
train6021,-1,2
train6022,0,3
train6023,1,1
train6024,0,4
train6025,1,1
train6026,0,4
train6027,1,1
train6028,0,3
train6029,-1,2
train6030,1,1
train6031,0,3
train6032,0,3
train6033,1,1
train6034,1,1
train6035,0,4
train6036,-1,2
train6037,1,1
train6038,0,3
train6039,-1,2
train6040,-1,2
train6041,-1,2
train6042,-1,2
train6043,-1,2
train6044,1,1
train6045,-1,2
train6046,0,4
train6047,1,1
train6048,1,1
train6049,0,3
train6050,0,4
train6051,0,3
train6052,1,1
train6053,0,3
train6054,1,1
train6055,0,4
train6056,0,4
train6057,1,1
train6058,0,4
train6059,0,4
train6060,0,3
train6061,0,3
train6062,0,4
train6063,1,1
train6064,-1,2
train6065,0,4
train6066,-1,2
train6067,1,1
train6068,-1,2
train6069,1,1
train6070,1,1
train6071,1,1
train6072,0,3
train6073,0,3
train6074,1,1
train6075,-1,2
train6076,0,3
train6077,0,4
train6078,1,1
train6079,0,3
train6080,-1,2
train6081,-1,2
train6082,0,4
train6083,-1,2
train6084,0,4
train6085,0,4
train6086,1,1
train6087,-1,2
train6088,0,4
train6089,1,1
train6090,1,1
train6091,0,4
train6092,0,4
train6093,0,3
train6094,0,4
train6095,0,4
train6096,0,3
train6097,0,4
train6098,0,3
train6099,-1,2
train6100,0,3
train6101,-1,2
train6102,0,4
train6103,-1,2
train6104,0,4
train6105,0,3
train6106,1,1
train6107,1,1
train6108,0,3
train6109,0,3
train6110,0,4
train6111,-1,2
train6112,1,1
train6113,0,3
train6114,0,4
train6115,1,1
train6116,-1,2
train6117,0,4
train6118,0,4
train6119,1,1
train6120,-1,2
train6121,0,4
train6122,-1,2
train6123,1,1
train6124,0,3
train6125,-1,2
train6126,0,3
train6127,1,1
train6128,0,3
train6129,1,1
train6130,-1,2
train6131,0,4
train6132,0,4
train6133,1,1
train6134,0,4
train6135,1,1
train6136,0,4
train6137,-1,2
train6138,0,3
train6139,0,4
train6140,0,3
train6141,0,3
train6142,1,1
train6143,0,4
train6144,1,1
train6145,1,1
train6146,0,4
train6147,0,3
train6148,1,1
train6149,1,1
train6150,0,4
train6151,-1,2
train6152,1,1
train6153,-1,2
train6154,0,3
train6155,0,4
train6156,0,4
train6157,-1,2
train6158,1,1
train6159,0,4
train6160,1,1
train6161,0,3
train6162,0,4
train6163,-1,2
train6164,1,1
train6165,1,1
train6166,1,1
train6167,0,3
train6168,0,4
train6169,-1,2
train6170,-1,2
train6171,1,1
train6172,0,3
train6173,0,4
train6174,0,3
train6175,0,4
train6176,0,4
train6177,0,4
train6178,0,4
train6179,-1,2
train6180,0,4
train6181,0,4
train6182,0,3
train6183,0,3
train6184,0,3
train6185,1,1
train6186,1,1
train6187,-1,2
train6188,-1,2
train6189,-1,2
train6190,0,3
train6191,0,3
train6192,0,4
train6193,0,3
train6194,0,3
train6195,-1,2
train6196,-1,2
train6197,0,4
train6198,1,1
train6199,-1,2
train6200,-1,2
train6201,-1,2
train6202,0,4
train6203,0,3
train6204,-1,2
train6205,0,4
train6206,0,4
train6207,0,4
train6208,-1,2
train6209,-1,2
train6210,-1,2
train6211,-1,2
train6212,0,3
train6213,0,3
train6214,-1,2
train6215,1,1
train6216,-1,2
train6217,0,3
train6218,0,4
train6219,0,4
train6220,0,3
train6221,1,1
train6222,0,3
train6223,0,3
train6224,0,4
train6225,0,3
train6226,0,4
train6227,0,4
train6228,1,1
train6229,0,4
train6230,0,4
train6231,1,1
train6232,0,3
train6233,1,1
train6234,0,4
train6235,0,3
train6236,-1,2
train6237,-1,2
train6238,0,4
train6239,0,3
train6240,-1,2
train6241,1,1
train6242,0,3
train6243,1,1
train6244,-1,2
train6245,-1,2
train6246,1,1
train6247,0,4
train6248,0,4
train6249,1,1
train6250,0,3
train6251,0,4
train6252,-1,2
train6253,0,4
train6254,1,1
train6255,-1,2
train6256,0,4
train6257,0,4
train6258,0,4
train6259,0,4
train6260,-1,2
train6261,0,4
train6262,0,3
train6263,1,1
train6264,1,1
train6265,0,4
train6266,-1,2
train6267,1,1
train6268,0,4
train6269,-1,2
train6270,1,1
train6271,0,3
train6272,0,3
train6273,1,1
train6274,0,3
train6275,0,4
train6276,0,3
train6277,1,1
train6278,0,3
train6279,1,1
train6280,-1,2
train6281,-1,2
train6282,-1,2
train6283,1,1
train6284,-1,2
train6285,-1,2
train6286,0,4
train6287,0,3
train6288,1,1
train6289,1,1
train6290,1,1
train6291,1,1
train6292,0,4
train6293,1,1
train6294,1,1
train6295,-1,2
train6296,-1,2
train6297,1,1
train6298,1,1
train6299,1,1
train6300,0,3
train6301,0,3
train6302,0,4
train6303,1,1
train6304,-1,2
train6305,0,4
train6306,1,1
train6307,0,4
train6308,1,1
train6309,1,1
train6310,0,3
train6311,-1,2
train6312,-1,2
train6313,1,1
train6314,0,4
train6315,0,4
train6316,0,3
train6317,1,1
train6318,-1,2
train6319,0,3
train6320,1,1
train6321,0,3
train6322,0,4
train6323,0,4
train6324,-1,2
train6325,-1,2
train6326,0,4
train6327,1,1
train6328,0,3
train6329,0,3
train6330,1,1
train6331,1,1
train6332,-1,2
train6333,1,1
train6334,0,4
train6335,1,1
train6336,0,3
train6337,-1,2
train6338,0,4
train6339,1,1
train6340,0,3
train6341,0,3
train6342,1,1
train6343,0,3
train6344,-1,2
train6345,1,1
train6346,-1,2
train6347,1,1
train6348,0,3
train6349,0,3
train6350,-1,2
train6351,0,4
train6352,0,3
train6353,0,3
train6354,0,4
train6355,1,1
train6356,1,1
train6357,0,4
train6358,1,1
train6359,1,1
train6360,1,1
train6361,0,4
train6362,0,4
train6363,1,1
train6364,0,3
train6365,0,4
train6366,0,4
train6367,0,4
train6368,0,4
train6369,0,3
train6370,0,3
train6371,-1,2
train6372,-1,2
train6373,0,3
train6374,0,3
train6375,0,4
train6376,-1,2
train6377,0,3
train6378,0,4
train6379,0,3
train6380,1,1
train6381,0,3
train6382,-1,2
train6383,-1,2
train6384,1,1
train6385,-1,2
train6386,0,3
train6387,1,1
train6388,1,1
train6389,0,3
train6390,0,3
train6391,1,1
train6392,1,1
train6393,-1,2
train6394,0,4
train6395,0,3
train6396,0,4
train6397,-1,2
train6398,1,1
train6399,-1,2
train6400,0,3
train6401,0,4
train6402,1,1
train6403,-1,2
train6404,1,1
train6405,0,4
train6406,1,1
train6407,0,4
train6408,1,1
train6409,-1,2
train6410,-1,2
train6411,1,1
train6412,-1,2
train6413,0,4
train6414,0,3
train6415,0,3
train6416,0,4
train6417,0,3
train6418,-1,2
train6419,-1,2
train6420,-1,2
train6421,1,1
train6422,1,1
train6423,1,1
train6424,0,4
train6425,0,4
train6426,0,3
train6427,0,3
train6428,-1,2
train6429,1,1
train6430,-1,2
train6431,0,4
train6432,-1,2
train6433,0,3
train6434,0,4
train6435,-1,2
train6436,0,3
train6437,0,4
train6438,0,4
train6439,0,4
train6440,1,1
train6441,1,1
train6442,1,1
train6443,0,3
train6444,-1,2
train6445,1,1
train6446,-1,2
train6447,1,1
train6448,0,3
train6449,0,4
train6450,1,1
train6451,-1,2
train6452,1,1
train6453,0,3
train6454,-1,2
train6455,0,4
train6456,-1,2
train6457,1,1
train6458,-1,2
train6459,0,3
train6460,0,3
train6461,0,3
train6462,0,3
train6463,0,4
train6464,0,3
train6465,1,1
train6466,0,4
train6467,-1,2
train6468,1,1
train6469,1,1
train6470,1,1
train6471,0,3
train6472,1,1
train6473,0,4
train6474,-1,2
train6475,-1,2
train6476,1,1
train6477,1,1
train6478,0,3
train6479,0,3
train6480,-1,2
train6481,0,4
train6482,1,1
train6483,-1,2
train6484,-1,2
train6485,0,3
train6486,-1,2
train6487,0,3
train6488,0,4
train6489,0,4
train6490,0,3
train6491,1,1
train6492,0,4
train6493,1,1
train6494,-1,2
train6495,0,4
train6496,1,1
train6497,0,4
train6498,0,3
train6499,0,3
train6500,1,1
train6501,0,3
train6502,0,3
train6503,1,1
train6504,1,1
train6505,0,3
train6506,-1,2
train6507,0,3
train6508,0,4
train6509,0,3
train6510,1,1
train6511,-1,2
train6512,-1,2
train6513,-1,2
train6514,0,4
train6515,-1,2
train6516,0,3
train6517,0,3
train6518,0,4
train6519,0,3
train6520,-1,2
train6521,0,3
train6522,-1,2
train6523,1,1
train6524,0,4
train6525,1,1
train6526,0,3
train6527,-1,2
train6528,1,1
train6529,0,4
train6530,0,4
train6531,0,3
train6532,0,4
train6533,1,1
train6534,-1,2
train6535,1,1
train6536,-1,2
train6537,1,1
train6538,0,4
train6539,-1,2
train6540,0,3
train6541,0,4
train6542,-1,2
train6543,0,3
train6544,0,4
train6545,0,4
train6546,-1,2
train6547,1,1
train6548,0,4
train6549,0,3
train6550,-1,2
train6551,-1,2
train6552,1,1
train6553,1,1
train6554,1,1
train6555,1,1
train6556,-1,2
train6557,0,3
train6558,1,1
train6559,1,1
train6560,-1,2
train6561,-1,2
train6562,1,1
train6563,-1,2
train6564,0,4
train6565,0,4
train6566,1,1
train6567,0,3
train6568,0,3
train6569,-1,2
train6570,0,3
train6571,-1,2
train6572,-1,2
train6573,1,1
train6574,0,3
train6575,1,1
train6576,0,4
train6577,0,4
train6578,1,1
train6579,1,1
train6580,0,3
train6581,1,1
train6582,0,3
train6583,1,1
train6584,1,1
train6585,0,3
train6586,-1,2
train6587,-1,2
train6588,1,1
train6589,0,4
train6590,0,3
train6591,0,3
train6592,-1,2
train6593,1,1
train6594,-1,2
train6595,0,4
train6596,0,3
train6597,0,3
train6598,0,3
train6599,1,1
train6600,0,3
train6601,0,3
train6602,-1,2
train6603,1,1
train6604,0,4
train6605,0,3
train6606,-1,2
train6607,0,4
train6608,1,1
train6609,1,1
train6610,-1,2
train6611,1,1
train6612,0,4
train6613,0,4
train6614,0,3
train6615,0,3
train6616,0,3
train6617,1,1
train6618,1,1
train6619,0,3
train6620,-1,2
train6621,-1,2
train6622,1,1
train6623,0,3
train6624,-1,2
train6625,0,3
train6626,-1,2
train6627,1,1
train6628,-1,2
train6629,0,4
train6630,1,1
train6631,1,1
train6632,0,3
train6633,0,4
train6634,1,1
train6635,0,4
train6636,1,1
train6637,1,1
train6638,-1,2
train6639,-1,2
train6640,-1,2
train6641,-1,2
train6642,1,1
train6643,0,3
train6644,0,3
train6645,0,3
train6646,-1,2
train6647,-1,2
train6648,1,1
train6649,-1,2
train6650,0,3
train6651,1,1
train6652,0,3
train6653,0,4
train6654,-1,2
train6655,-1,2
train6656,-1,2
train6657,-1,2
train6658,1,1
train6659,0,4
train6660,0,3
train6661,-1,2
train6662,0,3
train6663,0,3
train6664,1,1
train6665,1,1
train6666,0,4
train6667,-1,2
train6668,-1,2
train6669,1,1
train6670,1,1
train6671,-1,2
train6672,0,3
train6673,-1,2
train6674,-1,2
train6675,1,1
train6676,0,4
train6677,1,1
train6678,0,3
train6679,0,3
train6680,0,4
train6681,1,1
train6682,0,3
train6683,0,3
train6684,0,3
train6685,0,3
train6686,0,4
train6687,1,1
train6688,0,4
train6689,1,1
train6690,0,4
train6691,1,1
train6692,0,3
train6693,0,3
train6694,0,4
train6695,-1,2
train6696,1,1
train6697,-1,2
train6698,1,1
train6699,-1,2
train6700,-1,2
train6701,-1,2
train6702,-1,2
train6703,0,3
train6704,0,4
train6705,0,4
train6706,0,4
train6707,-1,2
train6708,0,4
train6709,-1,2
train6710,-1,2
train6711,0,3
train6712,0,4
train6713,0,3
train6714,1,1
train6715,-1,2
train6716,-1,2
train6717,1,1
train6718,-1,2
train6719,0,3
train6720,0,3
train6721,-1,2
train6722,0,3
train6723,0,4
train6724,1,1
train6725,0,3
train6726,0,3
train6727,-1,2
train6728,0,3
train6729,0,4
train6730,0,3
train6731,1,1
train6732,-1,2
train6733,0,4
train6734,0,4
train6735,-1,2
train6736,0,3
train6737,1,1
train6738,0,3
train6739,1,1
train6740,0,3
train6741,0,3
train6742,-1,2
train6743,-1,2
train6744,0,3
train6745,-1,2
train6746,0,4
train6747,-1,2
train6748,1,1
train6749,1,1
train6750,0,4
train6751,1,1
train6752,-1,2
train6753,1,1
train6754,0,3
train6755,0,3
train6756,0,3
train6757,-1,2
train6758,0,3
train6759,-1,2
train6760,1,1
train6761,1,1
train6762,0,3
train6763,1,1
train6764,-1,2
train6765,0,4
train6766,-1,2
train6767,-1,2
train6768,0,4
train6769,0,3
train6770,0,4
train6771,0,3
train6772,1,1
train6773,1,1
train6774,0,4
train6775,0,3
train6776,0,3
train6777,-1,2
train6778,0,4
train6779,0,3
train6780,-1,2
train6781,0,3
train6782,0,3
train6783,0,4
train6784,1,1
train6785,0,3
train6786,-1,2
train6787,-1,2
train6788,0,3
train6789,-1,2
train6790,-1,2
train6791,1,1
train6792,0,4
train6793,1,1
train6794,-1,2
train6795,1,1
train6796,1,1
train6797,0,4
train6798,1,1
train6799,0,4
train6800,1,1
train6801,0,4
train6802,0,3
train6803,0,4
train6804,-1,2
train6805,1,1
train6806,1,1
train6807,-1,2
train6808,-1,2
train6809,-1,2
train6810,1,1
train6811,0,3
train6812,0,3
train6813,-1,2
train6814,-1,2
train6815,0,4
train6816,0,4
train6817,-1,2
train6818,1,1
train6819,0,3
train6820,1,1
train6821,0,4
train6822,0,4
train6823,0,3
train6824,0,3
train6825,-1,2
train6826,-1,2
train6827,0,4
train6828,1,1
train6829,0,3
train6830,0,3
train6831,1,1
train6832,-1,2
train6833,-1,2
train6834,0,4
train6835,0,3
train6836,0,4
train6837,1,1
train6838,1,1
train6839,0,3
train6840,1,1
train6841,1,1
train6842,0,3
train6843,1,1
train6844,0,3
train6845,0,3
train6846,0,4
train6847,0,4
train6848,0,3
train6849,0,3
train6850,0,3
train6851,1,1
train6852,0,4
train6853,-1,2
train6854,-1,2
train6855,1,1
train6856,-1,2
train6857,0,4
train6858,-1,2
train6859,1,1
train6860,1,1
train6861,1,1
train6862,1,1
train6863,0,3
train6864,0,3
train6865,1,1
train6866,0,3
train6867,0,4
train6868,0,4
train6869,0,4
train6870,1,1
train6871,-1,2
train6872,0,4
train6873,0,4
train6874,0,4
train6875,0,3
